"Species_ID"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"1147156"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Enterobacterial phage mEp213"
"1147158"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Enterobacterial phage mEp390"
"1150869"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Oslovirus"	"Escherichia phage P13374"
"1150992"	"Hofneiviricota"	"Faserviricetes"	"Tubulavirales"	"Inoviridae"	"Unclassified"	"Ralstonia phage RSS0"
"1161903"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage MP42"
"1161906"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Unclassified"	"Weissella phage phiYS61"
"1165702"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Triavirus"	"Staphylococcus phage phi7401PVL"
"1168280"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Cronobacter phage phiES15"
"1168548"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Lederbergvirus"	"Salmonella phage vB_SemP_Emek"
"1168549"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Salmonella phage vB_SosS_Oslo"
"1168612"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Triavirus"	"Staphylococcus phage SMSAP5"
"1168613"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage TEM123"
"1173754"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Chivirus"	"Salmonella virus FSLSP030"
"1177632"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Nickievirus"	"Salmonella phage SSU5"
"1187894"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Clostridium phage PhiS63"
"1195068"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage StauST398-1"
"1195071"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage StauST398-3"
"1195085"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Derbicusvirus"	"Cronobacter phage CR5"
"1195086"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage SA13"
"1197952"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus virus IPLA5"
"1197953"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus virus IPLA7"
"1204534"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Lubbockvirus"	"Clostridium phage phiMMP02"
"1204535"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Clostridium phage phiMMP04"
"1211417"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Unclassified"	"uncultured crAssphage"
"1223259"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage JBD24"
"1223260"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage JBD30"
"1223261"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage JBD5"
"1223262"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage JBD88a"
"1225789"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Enterobacteria phage SfI"
"1225792"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Pseudomonas phage JBD25"
"1229751"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage BM13"
"1239381"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiNJ2"
"1267169"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiBHN167"
"1273712"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Biseptimavirus"	"Staphylococcus phage JS01"
"1277672"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Triavirus"	"Staphylococcus phage StauST398-2"
"1305708"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Clostridium phage vB_CpeS-CP51"
"1308896"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Biseptimavirus"	"Staphylococcus phage StauST398-4"
"1308897"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage StauST398-5"
"1327935"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Cronobacter phage S13"
"1347760"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage SA12"
"1352227"	"Hofneiviricota"	"Faserviricetes"	"Tubulavirales"	"Inoviridae"	"Unclassified"	"Ralstonia phage RSS30"
"1354496"	"Hofneiviricota"	"Faserviricetes"	"Tubulavirales"	"Inoviridae"	"Unclassified"	"Ralstonia phage RSS20"
"1385385"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Brussowvirus"	"Streptococcus phage TP-778L"
"1391190"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage MP48"
"1392231"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage 20617"
"1399949"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Triavirus"	"Staphylococcus phage YMC/09/04/R1988"
"1407493"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Shigella phage SfIV"
"1411095"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Lubbockvirus"	"Clostridium phage CDMH1"
"1412875"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage phiL47"
"1414736"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactobacillus phage J-1"
"1416334"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Lactobacillus phage phi jlb1"
"1417599"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Unclassified"	"Ralstonia phage RSK1"
"1448273"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage DCC1738"
"1448274"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage K13"
"1448276"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage IC1"
"1449896"	"Hofneiviricota"	"Faserviricetes"	"Tubulavirales"	"Inoviridae"	"Unclassified"	"Uncultured phage WW-nAnB strain 2"
"1449897"	"Hofneiviricota"	"Faserviricetes"	"Tubulavirales"	"Inoviridae"	"Unclassified"	"Uncultured phage WW-nAnB strain 3"
"1450169"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Pseudomonas phage phi2"
"1460070"	"Hofneiviricota"	"Faserviricetes"	"Tubulavirales"	"Inoviridae"	"Unclassified"	"Ralstonia phage 1 NP-2014"
"1464127"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage DW2"
"1465613"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Jerseyvirus"	"Salmonella phage vB_SenS-Ent3"
"1465618"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Jerseyvirus"	"Salmonella phage vB_SenS-Ent2"
"1481224"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage JD024"
"1483485"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Ralstonia phage RS138"
"1486428"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Enterococcus phage EFC-1"
"1498171"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage SA97"
"1498220"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Biseptimavirus"	"Staphylococcus phage phiSa119"
"1505026"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage 3MRA"
"1505027"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Biseptimavirus"	"Staphylococcus phage 23MRA"
"1519999"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Biseptimavirus"	"Staphylococcus phage phiBU01"
"1522092"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Lubbockvirus"	"Clostridium phage phiCDHM19"
"1524881"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Lederbergvirus"	"Enterobacteria phage Sf101"
"1527524"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Citrobacter phage Miller"
"1535290"	"Unclassified"	"Unclassified"	"Unclassified"	"Anelloviridae"	"Betatorquevirus"	"Torque teno mini virus ALA22"
"1536596"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage H70"
"1541887"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Chivirus"	"Salmonella virus Chi"
"1548918"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage vB_PaeS_PAO1_Ab30"
"1560313"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage WRP3"
"1560342"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Acinetobacter phage YMC13/03/R2096"
"1566990"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage SpSL1"
"1567484"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Herelleviridae"	"Unclassified"	"Lactobacillus phage LfeInf"
"1567486"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Peduovirus"	"Enterobacteria phage P88"
"1582152"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Clostridium phage phiCD211"
"1582154"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Lubbockvirus"	"Clostridium phage phiCD505"
"1582156"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Lubbockvirus"	"Clostridium phage phiMMP01"
"1582157"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Lubbockvirus"	"Clostridium phage phiMMP03"
"1589270"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage Str-PAP-1"
"1610872"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Staphylococcus phage IME-SA4"
"1628720"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Obolenskvirus"	"Acinetobacter phage YMC11/12/R2315"
"1636204"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage B166"
"1636205"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage B236"
"1647458"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Lederbergvirus"	"Salmonella phage SEN22"
"1647466"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Senquatrovirus"	"Salmonella phage SEN5"
"1654890"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Chivirus"	"Salmonella phage 37"
"1655644"	"Phixviricota"	"Malgrandaviricetes"	"Petitvirales"	"Microviridae"	"Unclassified"	"Parabacteroides phage YZ-2015a"
"1655645"	"Phixviricota"	"Malgrandaviricetes"	"Petitvirales"	"Microviridae"	"Unclassified"	"Parabacteroides phage YZ-2015b"
"1673887"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Citrobacter phage IME-CF2"
"1674930"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Triavirus"	"Staphylococcus phage vB_SauS_phi2"
"1698421"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage phiJB"
"1701257"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Cornellvirus"	"Enterobacter phage phiEap-2"
"1701810"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Citrobacter phage Margaery"
"1701811"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0004"
"1701812"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0031"
"1701813"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0131-1"
"1701814"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0131-2"
"1701824"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0460-1"
"1701826"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0462"
"1701827"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0468-1"
"1701828"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0468-2"
"1701830"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0468-4"
"1701837"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0746"
"1701842"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage phiARI0923"
"1701850"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus phage A25"
"1716041"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Pakpunavirus"	"Pseudomonas phage K8"
"1716042"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Pakpunavirus"	"Pseudomonas phage PaoP5"
"1720494"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Tequatrovirus"	"Escherichia phage slur02"
"1720500"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Tequatrovirus"	"Escherichia phage slur07"
"1732063"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Staphylococcus phage SPbeta-like"
"1732064"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Staphylococcus phage StB20-like"
"1735586"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Pakpunavirus"	"Pseudomonas phage C11"
"1739607"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactobacillus phage CL1"
"1739608"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactobacillus phage CL2"
"1739610"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactobacillus phage iLp84"
"1739611"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactobacillus phage iLp1308"
"1747271"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Pahexavirus"	"Propionibacterium phage PA1-14"
"1747326"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Enterococcus phage vB_EfaS_IME197"
"1755689"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Pseudomonas phage YMC11/02/R656"
"1777053"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage JBD69"
"1777054"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Casadabanvirus"	"Pseudomonas phage JBD93"
"1777072"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Pakpunavirus"	"Pseudomonas phage K5"
"1792269"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Phietavirus"	"Staphylococcus phage CNPx"
"1810705"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Lederbergvirus"	"Salmonella phage 118970_sal4"
"1813769"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Salmonella phage 64795_sal3"
"1813771"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Salmonella phage 118970_sal3"
"1813779"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Lederbergvirus"	"Salmonella phage 103203_sal5"
"1813781"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Chivirus"	"Salmonella phage 118970_sal1"
"1814957"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus virus 9871"
"1814958"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus virus 9872"
"1814960"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Streptococcus virus 9874"
"1815510"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactobacillus phage PLE3"
"1815511"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactobacillus phage PLE2"
"1815590"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Tequatrovirus"	"Escherichia phage vB_EcoM-UFV13"
"1815955"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage PLgT-1"
"1837867"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Tequatrovirus"	"Escherichia phage UFV-AREG1"
"1838138"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Pulverervirus"	"Propionibacterium phage PFR2"
"1852625"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Jiaodavirus"	"Klebsiella phage vB_KpnM_KpV477"
"1857099"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Jerseyvirus"	"Salmonella phage BPS11Q3"
"1859149"	"Unclassified"	"Unclassified"	"Unclassified"	"Anelloviridae"	"Betatorquevirus"	"Torque teno mini virus 18"
"1863008"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Tequatrovirus"	"Shigella phage SHFML-11"
"1863009"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Tequatrovirus"	"Shigella phage SHFML-26"
"1864622"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Enterobacter phage Arya"
"1864623"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Podoviridae"	"Uetakevirus"	"Enterobacter phage Tyrion"
"1868596"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Pseudomonas phage MD8"
"1871313"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Citrobacter phage vB_CfrM_CfP1"
"1871678"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage 28201"
"1871681"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage 50101"
"1871687"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage 63301"
"1871690"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Lactococcus phage 98201"
"1873985"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Siphoviridae"	"Unclassified"	"Salmonella phage IME207"
"1883373"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Machinavirus"	"Erwinia phage vB_EamM_Huxley"
"1883374"	"Uroviricota"	"Caudoviricetes"	"Caudovirales"	"Myoviridae"	"Unclassified"	"Erwinia phage vB_EamM_Kwan"
"1891767"	"Cossaviricota"	"Papovaviricetes"	"Sepolyvirales"	"Polyomaviridae"	"Betapolyomavirus"	"Macaca mulatta polyomavirus 1"
