"Disease1"	"Disease2"	"Disease3"	"Disease4"	"Disease5"	"Disease6"	"Disease7"	"Disease8"	"Disease9"	"Disease10"	"Disease11"	"Disease12"	"Disease13"	"Disease14"	"Disease15"	"Disease16"	"Disease17"	"Disease18"	"Disease19"	"Disease20"	"Disease21"	"Disease22"	"Disease23"	"Disease24"	"Disease25"	"Disease26"	"Disease27"	"Disease28"	"Disease29"	"Disease30"	"Disease31"	"Disease32"	"Disease33"	"Disease34"	"Control1"	"Control2"	"Control3"	"Control4"	"Control5"	"Control6"	"Control7"	"Control8"	"Control9"	"Control10"	"Control11"	"Control12"	"Control13"	"Control14"	"Control15"	"Control16"	"Control17"	"Control18"	"Control19"	"Control20"	"Control21"	"Control22"	"Control23"	"Control24"	"Control25"	"Control26"	"Control27"	"Control28"	"Control29"	"Control30"	"Control31"	"Control32"	"Control33"	"Control34"
"Disease21"	0.882447767207849	0.474843151977879	0.927177224767605	0.902662988699547	0.906317220677521	0.91145010790932	0.858317690708761	0.894470894511756	0.89751053397034	0.911214087740429	0.881535932261917	0.88740519057559	0.458391096864772	0.719273761072485	0.919743201481171	0.885472482897285	0.731643773509961	0.638725102418164	0.901894974579041	0.897689356545254	0	0.408584580602416	0.863348237728178	0.379109826027924	0.906352852387046	0.897541474290181	0.497479499807301	0.90950961039029	0.443701559293907	0.881232122374656	0.850193768459833	0.889347090570594	0.874784302522302	0.468739136457984	0.914809186941845	0.911227401827111	0.931837435137804	0.916707676701191	0.901843266115061	0.908901946294941	0.916815001595346	0.90587335643616	0.910032366738602	0.886083374519693	0.92033000461295	0.909658157405364	0.908122133635901	0.933590929017679	0.902802866166538	0.928606568875493	0.49726818204196	0.920718827368954	0.9731040144463	0.908071699382938	0.895382401472238	0.414083715375628	0.905117018416503	0.907013227049838	0.897248688816146	0.483374260324843	0.891500538729985	0.879233366075093	0.942925887047044	0.917519277728097	0.893832320591495	0.914467932080046	0.459259641010748	0.946258960337382
"Disease22"	0.821299812083478	0.491312740723841	0.902087740098308	0.806590410059257	0.698784910018857	0.784095697381007	0.716806778831864	0.610486331302365	0.662304161228009	0.796528688675308	0.8105051133205	0.761801157120895	0.459975635291343	0.618340199670409	0.663377884715826	0.717212711835929	0.390254036661439	0.735688783963296	0.521161205163601	0.633084278336011	0.408584580602416	0	0.820599833823513	0.288951593222667	0.528551727293298	0.719933666391843	0.507812543069904	0.746807638912426	0.445849571320832	0.639274225515643	0.701111019810317	0.908119764580547	0.779777611014133	0.483580586053453	0.693092821962507	0.802084842254023	0.792623446373969	0.739050444594263	0.712358659212977	0.653802064644348	0.561520133911521	0.766401674363812	0.754131745713591	0.581011067675489	0.85689343929464	0.554265169333543	0.715330405970002	0.857254634113195	0.578942972021564	0.949789962815311	0.451500296127836	0.80364185724345	0.942613339038161	0.708372703104384	0.654002393170023	0.404403134103144	0.722072944787353	0.532769571705487	0.555982520373152	0.492966431566633	0.829933590399505	0.803881904391438	0.928676297243874	0.779435879557424	0.833654654319017	0.584488735937953	0.455246498248316	0.945776068774912
"Disease23"	0.553259536323729	0.986763383559428	0.870441428041519	0.781403753045324	0.696587868977768	0.56342085499612	0.6280129214439	0.712414212878174	0.575863057726003	0.565928282663254	0.637411505259758	0.679523461381643	0.947052470606729	0.866692576074423	0.738214291960851	0.634497323346445	0.834586204543971	0.815972088671589	0.608915330121444	0.720151995025007	0.863348237728178	0.820599833823513	0	0.615194436241919	0.680932041191983	0.744691390197492	0.687774882010126	0.479119277318653	0.928374993776245	0.536177376971915	0.58442856256855	0.769412936073014	0.768530848886736	0.979267272376216	0.783014671345417	0.514672688444609	0.724320451370759	0.820604819797542	0.693555180754442	0.471165956757837	0.846575760385144	0.637344113303246	0.562860564599094	0.535567777808255	0.706791706327053	0.804542465221372	0.57012980709667	0.808294137971362	0.698665513497627	0.880489214906669	0.718528793598935	0.801930146288052	0.926160454724972	0.738204920160665	0.64853134877741	0.886517818200248	0.554824871102037	0.69906842538354	0.582367263884204	0.995095640878123	0.786094761703786	0.448180718732767	0.895758641438216	0.602812604925549	0.695971574776321	0.70689982607706	0.946324495769287	0.89226690484873
"Disease24"	0.735101082287622	0.431584011694115	0.87908231401287	0.765830233942476	0.761894459507134	0.669532959090489	0.772947966351548	0.703590220301423	0.660456177661289	0.659945376274746	0.739085245990057	0.705150234176719	0.403698972805033	0.627773310988962	0.804738130312241	0.619400457229557	0.645253671754179	0.721935928177877	0.649679890481571	0.762889568930601	0.379109826027924	0.288951593222667	0.615194436241919	0	0.691536104187805	0.75741153945653	0.449801718294082	0.644962293795799	0.377657075547545	0.586056054199708	0.613413384854222	0.799241561885005	0.732945319107067	0.423367573351781	0.779439250777372	0.63162558244583	0.83661873509482	0.797847389162533	0.734064180815973	0.668118354886733	0.830703889552013	0.674034963489364	0.674888517294167	0.617063256952116	0.788847916561225	0.787539472783187	0.665320350838987	0.817631893549105	0.7077655111181	0.892061629818602	0.332688389847146	0.780071327836786	0.944389209821966	0.732743514660529	0.63555991770306	0.332006487045276	0.670775186236873	0.70140795502062	0.667673769365064	0.440058672317003	0.782415178413216	0.645470353987896	0.886828648400183	0.714535034749378	0.774346756907802	0.728834979159706	0.391942382023452	0.89408780359272
"Disease25"	0.640236503573124	0.998578396307649	0.874863832468779	0.683593800348683	0.562108814902386	0.66316681058637	0.651634345375835	0.492974206421497	0.35598054073219	0.692643205451864	0.750750939130708	0.640744857180185	0.963737896822432	0.781111188640263	0.557084233127275	0.619967637999651	0.502514777212258	0.806928070724942	0.31816328705023	0.495255262150251	0.906352852387046	0.528551727293298	0.680932041191983	0.691536104187805	0	0.440794371109111	0.683151832611475	0.599173201444265	0.93965733844836	0.45200512368138	0.510361840243518	0.885277414483782	0.737590817111252	0.990648091962726	0.590501540192736	0.637177135241328	0.661193386462209	0.616851527584907	0.428730770737195	0.500877993159031	0.495592081293594	0.56717513088977	0.587714550492198	0.305792803929028	0.74442106590901	0.459799064066148	0.606130732140928	0.666278711546261	0.416306341136969	0.93809344758301	0.789011745931538	0.730090211629427	0.81839148640649	0.512504276014402	0.410391919631936	0.891796819637365	0.601033231896414	0.300173113220309	0.317841239599198	0.998939337326866	0.765922995512389	0.668425164022386	0.892948396356926	0.651058699157967	0.625481188311362	0.507848689349592	0.955563622340221	0.943164782448399
"Disease26"	0.589051627636385	0.995796589701944	0.883520029121924	0.551112578067808	0.52439802030782	0.535839557077354	0.675935435515362	0.464497738093152	0.450192038286033	0.634230473128348	0.704060228819882	0.487952560803271	0.962162141831692	0.677132707318152	0.562554997746223	0.648760032621238	0.628045116367604	0.811982184086473	0.447410569013286	0.575802000968072	0.897541474290181	0.719933666391843	0.744691390197492	0.75741153945653	0.440794371109111	0	0.713648541724084	0.585520835810006	0.93554509009955	0.586400271969147	0.371767227969395	0.896621587796027	0.712649491032586	0.987620972689119	0.468193294394866	0.668053712621317	0.734786512822377	0.505877961655881	0.326480307258424	0.669586619322236	0.64180913286613	0.451565604383263	0.548455951254371	0.43105473789075	0.652371545801253	0.701340978934659	0.662396445376458	0.556160677463973	0.499594043752389	0.92707187240692	0.83251271305571	0.490251698711783	0.848559325503111	0.317679909747283	0.432142409349198	0.897367098524553	0.591697222279152	0.407340132212285	0.452691286240079	0.998601100785198	0.747442700909085	0.677126956528231	0.919731809955795	0.649664068258464	0.580114177267924	0.636015870293262	0.953970845962858	0.939757587488344
"Disease27"	0.713926705943217	0.693777571583448	0.879457016959248	0.754392091786103	0.759394961022288	0.749842768262438	0.750868311688731	0.71161398151464	0.682100662810258	0.752717423580848	0.758284847320921	0.684583174620733	0.653416095009997	0.637114177409038	0.822686534676791	0.71159635518509	0.66973990924883	0.682198152237817	0.698115655485564	0.762813263971321	0.497479499807301	0.507812543069904	0.687774882010126	0.449801718294082	0.683151832611475	0.713648541724084	0	0.730644901506324	0.641359546249395	0.690222862215199	0.677896302748018	0.806614949140292	0.743705319193575	0.683864214834582	0.781386901894933	0.704206806354175	0.796599634547124	0.793545661889781	0.707986080369924	0.751248569717094	0.822911258289798	0.737165012723328	0.73708830159231	0.653615187219676	0.794649813263885	0.792710858619213	0.771669891282449	0.826560126895971	0.717981307093867	0.896056809444559	0.470354482928097	0.795006429341672	0.899295967752711	0.741132172243199	0.708350067049049	0.592185987714441	0.754657490088594	0.718818839773112	0.688680724307878	0.697752006590209	0.743733933027534	0.701176944422367	0.900130843505236	0.800204098141587	0.713525268287785	0.798310210932467	0.651335150436303	0.911972983151016
"Disease28"	0.491573229668695	0.998421215221351	0.883782125618969	0.689540966199133	0.559646626534874	0.329090616262036	0.757243212512614	0.613644172505857	0.473522298304125	0.424207014825011	0.635091063303537	0.646310369332053	0.965326346499884	0.709476706392474	0.503972747441716	0.587583539170776	0.718602136873953	0.82921539954613	0.360304671538878	0.641175464016167	0.90950961039029	0.746807638912426	0.479119277318653	0.644962293795799	0.599173201444265	0.585520835810006	0.730644901506324	0	0.936001557351767	0.478219232526919	0.446437421351981	0.853025141712802	0.728567089313326	0.98908753604796	0.577095855208536	0.514553720741252	0.719662074385947	0.668794075439997	0.607578943242654	0.272579958680028	0.727683390918523	0.344129926397183	0.354266029764675	0.373148686095027	0.564187742823786	0.732754519878411	0.280143120892508	0.748445607458722	0.528252406345425	0.940625880871466	0.786709601092698	0.664114137055171	0.952090935591942	0.54832591924723	0.546078178961095	0.892279167805379	0.178998026903499	0.506340253789094	0.449969575204825	0.998972211761118	0.797466882799797	0.360416320727624	0.888702852630773	0.265975669236386	0.703049036514443	0.40811447010894	0.953109101722589	0.945343552556123
"Disease29"	0.93819661938811	0.0750499886071415	0.93806381268931	0.951285009311059	0.926540457696952	0.935564254834033	0.939510404715939	0.941888922073111	0.935340362809441	0.952229099176671	0.895846165008552	0.924040025460194	0.0646337786158993	0.742692330285314	0.953871366676762	0.929525659487859	0.789358440771573	0.873975895942222	0.935811309071558	0.930489421656093	0.443701559293907	0.445849571320832	0.928374993776245	0.377657075547545	0.93965733844836	0.93554509009955	0.641359546249395	0.936001557351767	0	0.919408000160588	0.931829485045554	0.91080766713896	0.929539546761048	0.0677819093706031	0.942121873950816	0.934468076536708	0.946133899964346	0.958879661898944	0.929780276026737	0.937017673932842	0.960527731626868	0.937345047075841	0.936710911349936	0.935410350732678	0.958089216320303	0.951007501027849	0.949996797739361	0.960860778075019	0.938097014655179	0.964066762331189	0.519689702085196	0.951496569959299	0.985232664822911	0.937556845378479	0.936317661775355	0.062828666226954	0.951089227461591	0.940436104282072	0.934599077630315	0.0767326443540586	0.955417917199341	0.932054314740805	0.958919089316222	0.957027753237762	0.940285358293073	0.951791384851688	0.0427068249176207	0.959919244723136
"Disease30"	0.618879139236209	0.981031728251598	0.853295282805251	0.704257092553058	0.521220883424109	0.593766049073973	0.655066088387082	0.517248196548289	0.344346748551673	0.623212661963581	0.695434709724797	0.528713294054235	0.930438706449902	0.724371011699108	0.579445504459926	0.362010448010832	0.584340991265422	0.618693182281536	0.42915818975315	0.558667569879448	0.881232122374656	0.639274225515643	0.536177376971915	0.586056054199708	0.45200512368138	0.586400271969147	0.690222862215199	0.478219232526919	0.919408000160588	0	0.43657578378458	0.663706615780142	0.510424259054763	0.972102812424788	0.580884661869624	0.417381638015897	0.659137097844113	0.645350290180336	0.549711072584031	0.435821082773787	0.666433158273897	0.553444554585673	0.496284661209046	0.349531779334094	0.741519421662501	0.621088671690918	0.568659920730999	0.69695386784747	0.438968718881506	0.768356532828857	0.605653377484653	0.551096956362964	0.895754483421533	0.560904152351407	0.482119034382559	0.879960056387506	0.498374683177252	0.444475671649544	0.432313498123431	0.989562480298644	0.72990544643235	0.592447760006603	0.883531667593355	0.586321384447297	0.681425900237511	0.526046211077463	0.940546501690766	0.779721877608489
"Disease31"	0.574529396338143	0.984753500101155	0.879976201288873	0.517536314130017	0.484139686452306	0.450511017492258	0.633514813174564	0.448455393812331	0.401173489740043	0.512252742563437	0.657856913879738	0.492709304233422	0.955416065572669	0.569069513236715	0.473430808413982	0.506098141267031	0.613879203225908	0.773570824066919	0.384843683575038	0.628895480509709	0.850193768459833	0.701111019810317	0.58442856256855	0.613413384854222	0.510361840243518	0.371767227969395	0.677896302748018	0.446437421351981	0.931829485045554	0.43657578378458	0	0.858448728647458	0.653523088711663	0.976676241714827	0.394091724779114	0.576365214292814	0.765479921393762	0.500731985075227	0.4474804346425	0.534128693140781	0.677869834596934	0.415673736783684	0.441170322514529	0.366584725549729	0.669440748528713	0.693337437224017	0.488463248999155	0.613568689393334	0.381481026364596	0.895700187595633	0.765327420083084	0.454418714993117	0.911474470690414	0.31909371778858	0.417469988729903	0.885833305619676	0.400842863581327	0.439442465772846	0.426393017249518	0.992414129043316	0.710655344877516	0.524449911949702	0.884373863460796	0.50080490733671	0.585961584048509	0.526217604526412	0.946666665954368	0.920588760865522
"Disease32"	0.792309878243052	0.951005086538201	0.936032092416793	0.826113568720333	0.841440706308075	0.823088240218401	0.855803972078736	0.882320612022223	0.816696901991625	0.886591222956448	0.74810673798735	0.663754707240032	0.930167436618807	0.911740023546145	0.935670084073665	0.553201444492401	0.894755941524278	0.489998656809429	0.888156054817606	0.827294123025214	0.889347090570594	0.908119764580547	0.769412936073014	0.799241561885005	0.885277414483782	0.896621587796027	0.806614949140292	0.853025141712802	0.91080766713896	0.663706615780142	0.858448728647458	0	0.3424864067469	0.94599792764417	0.910849956826651	0.512507744135487	0.827188063339605	0.929725639148879	0.850426478181583	0.836702457685409	0.956026736744657	0.899790781441637	0.845301298362065	0.838952462522021	0.889323417550598	0.930330652177651	0.922631717252648	0.899600798198732	0.882808017217708	0.743332603889937	0.636521292742184	0.672921330996083	0.961540009251855	0.912693734652552	0.881856344860833	0.903769176372321	0.922840637773094	0.901175525066501	0.856131857573055	0.95941019528713	0.856136205633315	0.82987547937263	0.939418287707338	0.936047669053654	0.851542290226619	0.946260840215143	0.923234189181093	0.588682395406418
"Disease33"	0.747856792440348	0.969059437202871	0.874285173126732	0.646732230934908	0.733317222829712	0.769759612405413	0.760676553505353	0.672269428335209	0.710234667812165	0.711703014593854	0.774380590382169	0.548833524500048	0.953529216151694	0.76051490187397	0.763844394105529	0.386508141681166	0.730274126334416	0.457882869698379	0.703855566893375	0.755603967399519	0.874784302522302	0.779777611014133	0.768530848886736	0.732945319107067	0.737590817111252	0.712649491032586	0.743705319193575	0.728567089313326	0.929539546761048	0.510424259054763	0.653523088711663	0.3424864067469	0	0.959895138683449	0.725501679394584	0.4389472279016	0.867751077138141	0.724677698500721	0.704480113354137	0.776448866885797	0.780588513177954	0.721284472912075	0.749879980490567	0.703795399564854	0.781907339103646	0.815274213667925	0.741050257195276	0.786858438365704	0.717528400031523	0.725482599382821	0.622488796449549	0.501464786391371	0.955160475270765	0.707768783006993	0.671653020830449	0.89712413849461	0.745398375160383	0.712826508495559	0.681965523239766	0.977161653639258	0.731693578678223	0.760191905442667	0.922768508660025	0.764051296088807	0.768038579383788	0.76620358016364	0.951498429353331	0.572876661499912
"Disease34"	0.981002038127341	0.0123629885073576	0.987969269294728	0.978808652723287	0.979746142811693	0.983122378526703	0.973453619070389	0.982976058900209	0.982167991694442	0.980493598736814	0.943353036554133	0.975945619805104	0.0740870480589238	0.770554310697747	0.990192273618847	0.974006711043173	0.816225482656549	0.90412976652965	0.986204846739174	0.978492913777566	0.468739136457984	0.483580586053453	0.979267272376216	0.423367573351781	0.990648091962726	0.987620972689119	0.683864214834582	0.98908753604796	0.0677819093706031	0.972102812424788	0.976676241714827	0.94599792764417	0.959895138683449	0	0.990305215247647	0.982611686299053	0.990618237038327	0.983014250142556	0.983274790374375	0.992001670096191	0.99236150751769	0.982261257740038	0.989995974345135	0.982584001300936	0.984280145946532	0.991164899783945	0.988864028597076	0.984883620044868	0.983749821377568	0.980768828207591	0.571377357110367	0.981002151008286	0.990688052398486	0.986814354905086	0.982318155463875	0.103789322526876	0.987674123515402	0.988419884751669	0.982696273951752	0.0189630019231935	0.981937654439294	0.982504100905788	0.98093716363498	0.986665679529525	0.983040401870472	0.986360239311637	0.0435426659354509	0.983112646248749
"Control1"	0.709334625135434	0.999653123633998	0.894603067475387	0.68122879212123	0.355438993037908	0.587030299010055	0.726357218676658	0.510735863064017	0.515145415077954	0.711708284722716	0.781331301137457	0.576119087044121	0.968025008399975	0.561077959158046	0.319025318304247	0.66077425538364	0.601189836504609	0.816607068765943	0.489760182852302	0.664944574692978	0.914809186941845	0.693092821962507	0.783014671345417	0.779439250777372	0.590501540192736	0.468193294394866	0.781386901894933	0.577095855208536	0.942121873950816	0.580884661869624	0.394091724779114	0.910849956826651	0.725501679394584	0.990305215247647	0	0.714759378274122	0.778054808829305	0.263421146341711	0.532278835699938	0.632477844637751	0.6530548093715	0.573495331400436	0.41793411380107	0.506750293887222	0.753934591763499	0.704835820873403	0.681932891519443	0.330696052448288	0.392397726651252	0.945695411510496	0.85158677107286	0.450665830475005	0.940855121590529	0.363267332559148	0.606266984496598	0.899546972926901	0.528554726714954	0.499674217081412	0.551515176437418	0.998877117076684	0.778521484921189	0.746210354838638	0.930654653867148	0.635932939570961	0.707397881025548	0.593795318357063	0.959456217981313	0.947360601858533
"Control2"	0.576589762655454	0.989594069221915	0.88643892595435	0.678803377090433	0.644031919199892	0.578629885843401	0.755847310339688	0.654303310798377	0.537724085959146	0.578776258449583	0.625660521108884	0.531028964990529	0.964356599856247	0.785735970813785	0.724633011491038	0.358292498175737	0.800373497285035	0.539110053529853	0.586871704351602	0.693945897407743	0.911227401827111	0.802084842254023	0.514672688444609	0.63162558244583	0.637177135241328	0.668053712621317	0.704206806354175	0.514553720741252	0.934468076536708	0.417381638015897	0.576365214292814	0.512507744135487	0.4389472279016	0.982611686299053	0.714759378274122	0	0.727503157406322	0.730552671696076	0.619725432353949	0.552956873465279	0.757488125728672	0.564236781311739	0.56678598207655	0.497643740131199	0.660366287820405	0.78375752470643	0.595090918453265	0.73766914647133	0.654450393719684	0.672206587034617	0.571299223066452	0.454224879214885	0.903486689923871	0.648790664545911	0.557656151283794	0.9037278766694	0.589742369901917	0.612651741700044	0.528783288947793	0.997124456349181	0.722605048184953	0.474918154460639	0.861406730484966	0.634301139065051	0.672166151152652	0.729325127036623	0.945768490594727	0.573855127360542
"Control3"	0.654632505295181	0.997891999609409	0.921012980442119	0.853421185335032	0.627358459520708	0.690606949975391	0.690512588333424	0.782931637521426	0.528187170866467	0.857919316091169	0.712251853961725	0.748805919399372	0.970884410787352	0.882622407624706	0.823522441967238	0.821084128774124	0.7972327667912	0.880210797037127	0.691028411806038	0.637298145893365	0.931837435137804	0.792623446373969	0.724320451370759	0.83661873509482	0.661193386462209	0.734786512822377	0.796599634547124	0.719662074385947	0.946133899964346	0.659137097844113	0.765479921393762	0.827188063339605	0.867751077138141	0.990618237038327	0.778054808829305	0.727503157406322	0	0.817845757225763	0.637269188807584	0.66079182450835	0.769600271190271	0.816680570848716	0.654873764644037	0.649008991521119	0.820193250169845	0.774721512320126	0.847846786318378	0.83564970917261	0.641253122852993	0.954360597791294	0.846988983788751	0.865015955151378	0.896065965911797	0.782582443678371	0.725348540669861	0.919227707235687	0.822458856449199	0.727287021543285	0.705643356179753	0.998689383586383	0.879736439897379	0.796878854620403	0.940824003768593	0.869387448402745	0.656366460445454	0.839370483863334	0.965360354194688	0.966291787140143
"Control4"	0.681460821662403	0.991065325880217	0.909560073137677	0.672429854042419	0.463146417249643	0.688111954826678	0.714724956065364	0.593709526619684	0.533477315125674	0.708032721614887	0.795123004953055	0.660797320696807	0.969188103599749	0.556070318949595	0.464606484469747	0.68464662369125	0.600969798182274	0.845845705948051	0.557455616214219	0.719602986528959	0.916707676701191	0.739050444594263	0.820604819797542	0.797847389162533	0.616851527584907	0.505877961655881	0.793545661889781	0.668794075439997	0.958879661898944	0.645350290180336	0.500731985075227	0.929725639148879	0.724677698500721	0.983014250142556	0.263421146341711	0.730552671696076	0.817845757225763	0	0.590110459140585	0.726546589925369	0.636149803579036	0.561554261849342	0.498533981021294	0.579461808874898	0.713869004964495	0.732999434555114	0.678574376032283	0.261464558650094	0.468967422741683	0.939030073076706	0.865292952092481	0.524659363514165	0.928523637856018	0.46253978269296	0.608091292982671	0.923955926133189	0.591364272719211	0.515463463666625	0.558903177438217	0.998593309145765	0.767327693692128	0.770437713791515	0.920456295490566	0.637483212494028	0.695391605128349	0.644108254169987	0.966246822189822	0.942033371313219
"Control5"	0.543772449032108	0.991475276125327	0.850313457334789	0.623810049444763	0.519558562371682	0.502674811089061	0.639548264205995	0.4726590574044	0.412161038908511	0.650691967132279	0.683291096650175	0.463361276957251	0.943719452573502	0.741788172363001	0.618563154330104	0.673183972895145	0.691774922072054	0.806189225607565	0.469263935400758	0.5094005972631	0.901843266115061	0.712358659212977	0.693555180754442	0.734064180815973	0.428730770737195	0.326480307258424	0.707986080369924	0.607578943242654	0.929780276026737	0.549711072584031	0.4474804346425	0.850426478181583	0.704480113354137	0.983274790374375	0.532278835699938	0.619725432353949	0.637269188807584	0.590110459140585	0	0.64677498512022	0.634437221921262	0.499175973149459	0.581962444739868	0.391565218385552	0.657737412979034	0.703594450726248	0.670432291119999	0.648703978075768	0.503012620524991	0.903908747447768	0.797905862870993	0.59755334050855	0.781807471341335	0.410036888662892	0.426910498330915	0.895009152257325	0.654382309712247	0.468893233366501	0.446314592365212	0.998242113884572	0.741507462072529	0.635564220523586	0.912436713197366	0.722827903319503	0.43044924204702	0.696926089914763	0.95317468812652	0.914286841002926
"Control6"	0.516935669124617	0.999167419268042	0.889670758848522	0.784499278016019	0.54776313756093	0.507701711573647	0.737279068587016	0.610568988478122	0.465320687382648	0.524405515245979	0.655974001709247	0.729137405596281	0.968534324545755	0.811958592434742	0.454070921227877	0.601352540557548	0.64931350545911	0.803567946372717	0.362485869298023	0.592745356313425	0.908901946294941	0.653802064644348	0.471165956757837	0.668118354886733	0.500877993159031	0.669586619322236	0.751248569717094	0.272579958680028	0.937017673932842	0.435821082773787	0.534128693140781	0.836702457685409	0.776448866885797	0.992001670096191	0.632477844637751	0.552956873465279	0.66079182450835	0.726546589925369	0.64677498512022	0	0.680019793724007	0.544840693911897	0.444800158347906	0.361806290377397	0.604941831925338	0.623038814717612	0.302764976438963	0.794257813340897	0.515970349265783	0.940852791109186	0.776365442382737	0.785369817332898	0.927670617131545	0.64304182543568	0.55595134020404	0.899125927560967	0.337595655298975	0.496587345505249	0.408351044019986	0.999066338384895	0.803627583651784	0.390147560709656	0.896684612900842	0.438091321053651	0.759231219621933	0.449910952829284	0.953899766523589	0.946485745588372
"Control7"	0.680352232190604	0.998814526044102	0.895292790860041	0.76096245901593	0.633397608072157	0.758532608282165	0.662393488137374	0.586915363189019	0.63115954750339	0.794537749767385	0.843743887322018	0.72254949506355	0.97557150515327	0.800906284149022	0.619152255427239	0.753613142306112	0.399201860621394	0.837733837808934	0.473061485453479	0.614199330607944	0.916815001595346	0.561520133911521	0.846575760385144	0.830703889552013	0.495592081293594	0.64180913286613	0.822911258289798	0.727683390918523	0.960527731626868	0.666433158273897	0.677869834596934	0.956026736744657	0.780588513177954	0.99236150751769	0.6530548093715	0.757488125728672	0.769600271190271	0.636149803579036	0.634437221921262	0.680019793724007	0	0.631481615247293	0.746780672823229	0.546152281126897	0.660405614056391	0.402377605056913	0.702383999967331	0.820441234003341	0.535400157516118	0.921474269583766	0.868163007486846	0.739457070458533	0.921257064489742	0.682116489867569	0.611022744775303	0.924648129623463	0.705195251853093	0.417104252528278	0.527528712277655	0.998010688762338	0.81125856906688	0.781868927125799	0.915809735423417	0.706924022091895	0.781680973683801	0.566487718028457	0.973308427433394	0.926695752111182
"Control8"	0.575115379163732	0.988273030857225	0.886557797888552	0.634842274032858	0.597076440142989	0.328888328237124	0.71879373701501	0.548415863733897	0.454801405619378	0.462542692621433	0.730080573517248	0.586541301431702	0.962861286676206	0.676220089824954	0.668400887820725	0.558588605506449	0.702864841995236	0.841307363449528	0.307598538054162	0.669069613205381	0.90587335643616	0.766401674363812	0.637344113303246	0.674034963489364	0.56717513088977	0.451565604383263	0.737165012723328	0.344129926397183	0.937345047075841	0.553444554585673	0.415673736783684	0.899790781441637	0.721284472912075	0.982261257740038	0.573495331400436	0.564236781311739	0.816680570848716	0.561554261849342	0.499175973149459	0.544840693911897	0.631481615247293	0	0.424562308203927	0.41310342086034	0.598351011257609	0.766999456280334	0.440610879250404	0.627520354723214	0.545996324760334	0.894832885670409	0.786335472962938	0.560192143059341	0.88442230921596	0.444967142776745	0.456883813219634	0.896963108042341	0.354009805631007	0.448443047781977	0.539734632144426	0.995042211499779	0.737059572587115	0.469427004711392	0.900571727651541	0.329090513301315	0.653883254302775	0.400398231660623	0.951205922266604	0.8953132878804
"Control9"	0.662230143722645	0.997048315983134	0.888170112703463	0.735189099803503	0.356887676123961	0.433836473889328	0.751421661472951	0.630278297916767	0.384469162216375	0.565829664454183	0.706729253779681	0.668768266177191	0.9648062910582	0.586999003066508	0.51928570192661	0.565999102866703	0.676080990239441	0.826484603881947	0.4119373221438	0.593608886047883	0.910032366738602	0.754131745713591	0.562860564599094	0.674888517294167	0.587714550492198	0.548455951254371	0.73708830159231	0.354266029764675	0.936710911349936	0.496284661209046	0.441170322514529	0.845301298362065	0.749879980490567	0.989995974345135	0.41793411380107	0.56678598207655	0.654873764644037	0.498533981021294	0.581962444739868	0.444800158347906	0.746780672823229	0.424562308203927	0	0.415139071337237	0.778962582988922	0.759396144138305	0.548903134057289	0.51740007693465	0.466639740554121	0.946989633468388	0.799932456440639	0.554198319210113	0.91163445923285	0.428206573141287	0.545642355368253	0.894318996644847	0.387049877987817	0.534229381725497	0.552937051347558	0.998656169609947	0.791264042553495	0.539513877437357	0.931099866099652	0.477211466098263	0.66951150725913	0.482050952676197	0.950880643781834	0.943015653905445
"Control10"	0.550705242344343	0.992484364487686	0.867176253752389	0.654726019691472	0.4641051996195	0.492285902436229	0.640096124614827	0.447655037365206	0.319224848332386	0.527111089745315	0.652704068624841	0.563784424880749	0.956662643157072	0.701065296347394	0.49736520326277	0.511956387291691	0.550840115142612	0.781477624560539	0.226620473078811	0.45479008027913	0.886083374519693	0.581011067675489	0.535567777808255	0.617063256952116	0.305792803929028	0.43105473789075	0.653615187219676	0.373148686095027	0.935410350732678	0.349531779334094	0.366584725549729	0.838952462522021	0.703795399564854	0.982584001300936	0.506750293887222	0.497643740131199	0.649008991521119	0.579461808874898	0.391565218385552	0.361806290377397	0.546152281126897	0.41310342086034	0.415139071337237	0	0.644253308796181	0.55378238225406	0.458981832509337	0.676390397713865	0.324599085277047	0.92528263091768	0.770201947685566	0.645598873697302	0.825489908729254	0.440224325718599	0.366586365763994	0.888542645101473	0.388280926339549	0.275870918160189	0.282321974326577	0.998564391207991	0.737231260887595	0.478000263198668	0.877712911379041	0.488803487091431	0.600742669106106	0.445871307701799	0.947118314989702	0.933434831677014
