"Disease1"	"Disease2"	"Disease3"	"Disease4"	"Disease5"	"Disease6"	"Disease7"	"Disease8"	"Disease9"	"Disease10"	"Disease11"	"Disease12"	"Disease13"	"Disease14"	"Disease15"	"Disease16"	"Disease17"	"Disease18"	"Disease19"	"Disease20"	"Disease21"	"Disease22"	"Disease23"	"Disease24"	"Disease25"	"Disease26"	"Disease27"	"Disease28"	"Disease29"	"Disease30"	"Disease31"	"Disease32"	"Disease33"	"Disease34"	"Control1"	"Control2"	"Control3"	"Control4"	"Control5"	"Control6"	"Control7"	"Control8"	"Control9"	"Control10"	"Control11"	"Control12"	"Control13"	"Control14"	"Control15"	"Control16"	"Control17"	"Control18"	"Control19"	"Control20"	"Control21"	"Control22"	"Control23"	"Control24"	"Control25"	"Control26"	"Control27"	"Control28"	"Control29"	"Control30"	"Control31"	"Control32"	"Control33"	"Control34"
"Disease21"	0.203343516931099	0.23856291858	0.324011580486653	0.161286569768513	0.186227621568158	0.24575693999369	0.212950095620317	0.150756389133233	0.289176481712033	0.121595731594465	0.220575178609796	0.293662889432034	0.198085325279538	0.182035841471337	0.300245003986163	0.157933372448544	0.175821468576787	0.182567699788773	0.178793716347899	0.141439302288987	0	0.171661957167836	0.1373910713504	0.26198064927934	0.448763417339678	0.288213027508463	0.171402905779166	0.299704537934758	0.115015989237364	0.230726897148858	0.169905031086274	0.153559500496775	0.199066120564614	0.121386906985598	0.557879466750894	0.232682185052937	0.361057810113362	0.144208951156617	0.423126256035274	0.208689553452289	0.246721282419346	0.326593007144871	0.22692509473806	0.299699578135152	0.162295610827486	0.485501376992551	0.346207572122588	0.292832401351639	0.313022670414477	0.249490195633091	0.116377233171423	0.160494828905142	0.504841211615324	0.318526005262698	0.194040306050733	0.191455238222234	0.351108376056354	0.38504857806671	0.274805209240288	0.177810832289272	0.242312919423082	0.158048917400302	0.184116169366372	0.358398114793565	0.165522916486848	0.276231808276415	0.212123930194802	0.224828844000373
"Disease22"	0.134869561976366	0.160666649210485	0.213033157777385	0.140690581753168	0.148655197745541	0.155992705213077	0.253336851557961	0.120132879216291	0.192768961780986	0.138397408345766	0.155335902754929	0.229962225520236	0.160773521272039	0.125803739061583	0.213973971696699	0.148274653166835	0.193563769729536	0.137300922402423	0.187862963888446	0.137119794779392	0.171661957167836	0	0.154195767920708	0.258809221898067	0.371919145218197	0.214362305228035	0.154134659145257	0.198999818227643	0.135689171415914	0.136527289033597	0.187968404865154	0.168622254618887	0.139041696703819	0.126200763820464	0.489246333261006	0.137064929531208	0.252179230968446	0.101971664681434	0.329152592711494	0.128954926697211	0.198175915540332	0.256436350817199	0.165216076631847	0.185224396069802	0.11927350301461	0.408001523080512	0.239371233816205	0.162197480501755	0.199054597230254	0.182820782915089	0.134466427853387	0.197362899581835	0.44002179283528	0.199886709538592	0.114376136826106	0.119270247345287	0.235519485322005	0.268495331005997	0.156534843122768	0.127022208143275	0.20611904771941	0.128679607699835	0.143001857934262	0.246647978795419	0.136072577895429	0.184529208623119	0.150479465779911	0.228085380488024
"Disease23"	0.18817741095206	0.233823797166499	0.303860298678396	0.20356661063464	0.195501211775597	0.258124713088607	0.240004942717096	0.149701732067031	0.267749556132719	0.111668324266296	0.203586007577297	0.286561935266064	0.158563627121335	0.186673003714418	0.273844117118616	0.196197855803713	0.158489788022119	0.190287604250004	0.109514251777843	0.117612047133107	0.1373910713504	0.154195767920708	0	0.31087223890721	0.438187522809402	0.262932572816068	0.120328145168433	0.27492455783222	0.163487692753254	0.209076177362667	0.107189182568502	0.0899678721272211	0.189142980827699	0.128685769954814	0.551414874369953	0.214349391117061	0.345585623999065	0.14882907565753	0.407446240060286	0.166854699915575	0.261963254239236	0.315664726922451	0.18125709631461	0.285682788753697	0.134987413434772	0.477857349752758	0.323527304886804	0.276923330369758	0.302018184691275	0.253457234661996	0.104168308886079	0.113179499224704	0.491704432309664	0.300701614810149	0.203990033709462	0.138523549537735	0.335136158694168	0.372056370484937	0.249220298023421	0.151250175271375	0.275613661822653	0.139157793567142	0.189191640139651	0.348540356194025	0.134053540666791	0.276169465532376	0.21148503088546	0.264807488138832
"Disease24"	0.222410934993287	0.216598879338406	0.317521636093991	0.219216362070843	0.222913832380109	0.19894723054809	0.308247658577442	0.258845933175625	0.358970487286327	0.2677548090077	0.323377472599652	0.238478822137584	0.342067297261388	0.21839460588871	0.385287978177093	0.189170864083413	0.285427802545701	0.202080180813045	0.333700167167093	0.268386794672527	0.26198064927934	0.258809221898067	0.31087223890721	0	0.491972127947974	0.392801813098944	0.341910140763561	0.35832255464272	0.227547389388565	0.236509376385922	0.349580617008039	0.319491020653111	0.235788644367908	0.248980178025689	0.598600014643886	0.308114478567413	0.377253981805082	0.262608560682474	0.435379605771689	0.327872785608696	0.318681628420503	0.271449469654233	0.362657557913039	0.302593057344994	0.276134023039693	0.515687215151295	0.383801281561182	0.29216967410392	0.282200835015641	0.202026069712331	0.272929176119594	0.34247990588004	0.527299540194253	0.289236436063986	0.212874968871319	0.323420390357383	0.353177178787721	0.374237425569488	0.278216155871597	0.26073544333777	0.151860684610983	0.264268259866158	0.283501152405838	0.343478799155478	0.298336402384722	0.309822155100966	0.218736635586589	0.189741633762212
"Disease25"	0.430631515254065	0.439937884942263	0.289210699111733	0.365426720417249	0.440848262999072	0.389446443707641	0.473071025501805	0.400852056782902	0.225762163944067	0.444419619754621	0.343468935037155	0.476768868682248	0.323636131582874	0.420793163693197	0.24786150059881	0.436481640261871	0.477741133687688	0.443892858136651	0.450637115903395	0.428382331148059	0.448763417339678	0.371919145218197	0.438187522809402	0.491972127947974	0	0.21915482337008	0.370882412306719	0.229455576540936	0.418312809230188	0.38940020289895	0.435936867757211	0.464555154765346	0.449488429235234	0.428682493414759	0.228167632732859	0.31770836331235	0.214876245661523	0.376893558615968	0.133981080706463	0.326881849774226	0.324468650846573	0.466156666497522	0.312734030413419	0.250038212299558	0.398677657887455	0.168095210089594	0.217333658616403	0.326602263800891	0.323327447108975	0.442861032638905	0.442035858432711	0.458943043338862	0.151953805273795	0.340384292387109	0.37715198787497	0.351352817107097	0.200056128377759	0.228920702582865	0.33398840752804	0.425092679873792	0.46898169392126	0.442681900284213	0.406610574550436	0.25872750251576	0.386971439258274	0.251977826497327	0.417512124945577	0.472671001138547
"Disease26"	0.281456768115767	0.305562979383094	0.230679321268481	0.234073072140539	0.303738991988642	0.27345218938449	0.355722932635056	0.24173884445607	0.0819543091490122	0.264627477510268	0.197062107970003	0.3709986766334	0.154741673311194	0.281530055484067	0.0965814675862441	0.296309124587196	0.329249268078537	0.296137991598675	0.261205326613776	0.258766795866669	0.288213027508463	0.214362305228035	0.262932572816068	0.392801813098944	0.21915482337008	0	0.192912342665717	0.0963624187448732	0.271336251720487	0.255218018364775	0.247092233812913	0.279231687003637	0.299591444674803	0.259086769064604	0.344556498129947	0.193452879689342	0.178160070704184	0.221457095344592	0.208071339955941	0.145936517582824	0.22694932531998	0.374329327959216	0.127266159878106	0.163713569135774	0.216854455461941	0.260896300932063	0.139630048489568	0.221997744471594	0.230452364706475	0.330621714603761	0.267999006933456	0.27339752685296	0.300011154589706	0.239085831772355	0.24682099429391	0.166932869155575	0.154427476593436	0.182974272851435	0.214018574737663	0.259023522978013	0.355897305663128	0.290968182810854	0.276345780901653	0.205739782323106	0.220198205675637	0.15916207197732	0.296262185481393	0.367382320566193
"Disease27"	0.220612105899215	0.263413389911135	0.275325379072753	0.18214270715635	0.237224079863823	0.253665676242813	0.266895589366499	0.166199193733468	0.200783191727765	0.143109596676877	0.181646960913512	0.325205623709102	0.089752638994308	0.21902044807343	0.219068587047169	0.231809649138392	0.21977433114288	0.227112346402991	0.134783605015071	0.14645313195094	0.171402905779166	0.154134659145257	0.120328145168433	0.341910140763561	0.370882412306719	0.192912342665717	0	0.216430344946528	0.194823941973167	0.218103346889565	0.102576121145858	0.142745521845752	0.231867766388357	0.165671452252623	0.490400473629212	0.186215919736382	0.298256346601423	0.148665506324341	0.343440382923578	0.124471123380804	0.226098911558102	0.345798703567069	0.12545478746605	0.236654573065134	0.132384758733801	0.414986114933125	0.27111140254673	0.252020714852413	0.272527104989624	0.287242462037484	0.14235635609398	0.122933166792215	0.427879957303648	0.261289026308188	0.209433127195915	0.10111140848784	0.278493674421061	0.318339340695328	0.223669426842294	0.182100549601008	0.311616141970587	0.194444190407857	0.207115083606486	0.307503816259286	0.121774759860634	0.241511874932678	0.239275204861595	0.303995156332397
"Disease28"	0.247008223821478	0.264394743948315	0.207948097656045	0.2238936693563	0.285305385917798	0.237836781860139	0.362516657566162	0.225820787319471	0.0774173620365733	0.26989619113844	0.196447626952147	0.329665485062979	0.177731497175438	0.254433610361044	0.0902095798799465	0.271308848764827	0.32640659874775	0.264185006523297	0.279687881473531	0.254569680445992	0.299704537934758	0.198999818227643	0.27492455783222	0.35832255464272	0.229455576540936	0.0963624187448732	0.216430344946528	0	0.262777635816171	0.207820655581327	0.2657009973778	0.293169964230098	0.270238911581312	0.254617795352612	0.344261242372384	0.183784595260348	0.150896214509861	0.222597773649503	0.204835763939297	0.152347146861423	0.220541860631861	0.33448220515858	0.145258186075948	0.133293811655929	0.219382014676979	0.256387608221854	0.111976232428596	0.18277711445074	0.192902890258447	0.291715252018799	0.27584956922925	0.291265470442074	0.311390540833778	0.191627738387488	0.218645455134696	0.180076692661699	0.136661760847061	0.14292524705884	0.175760099753456	0.244696619413358	0.321482291518998	0.284482449410655	0.268459014999653	0.159640976921526	0.216372522347136	0.130346874715619	0.267602188787504	0.343577222299487
"Disease29"	0.165575568530528	0.187752799409664	0.266931790828405	0.129504003534307	0.151055958699489	0.186598739967301	0.214450060587205	0.131127343507871	0.256050211326795	0.131045250673872	0.198817260373125	0.245324719538712	0.202355040517257	0.128533307441867	0.275340860183171	0.110884038209836	0.183466534075546	0.149325102382025	0.200374991702032	0.146810720647712	0.115015989237364	0.135689171415914	0.163487692753254	0.227547389388565	0.418312809230188	0.271336251720487	0.194823941973167	0.262777635816171	0	0.182341757531594	0.203431117697449	0.178727987261209	0.170408852553663	0.109949073879988	0.534196771659392	0.188192559583292	0.317104268733342	0.128269570709522	0.38288072582318	0.19602665381901	0.226887204355468	0.273282036937458	0.22541712577671	0.24879441442828	0.145456230711354	0.455802478281151	0.304070134631644	0.231825955897973	0.255451453808466	0.190057008916318	0.121511779007827	0.205386409270464	0.480976959634379	0.259701889836045	0.135719115613827	0.177741791291996	0.301633231033968	0.330105709219304	0.224245927360737	0.156255456457786	0.189771359484379	0.139657206812946	0.167571999008048	0.300348762488022	0.164608600107189	0.236151053931333	0.156435901453581	0.180674863947695
"Disease30"	0.113219811468185	0.102311945250468	0.207110786872707	0.184297342571748	0.184490030131843	0.159368195974991	0.309059117604895	0.132812570045378	0.216944260620976	0.185738936199203	0.201691331920348	0.186400558704333	0.207849472251316	0.135499365101125	0.251856712927112	0.170158365090055	0.252721358130873	0.128790224722775	0.237265842347727	0.187394053671109	0.230726897148858	0.136527289033597	0.209076177362667	0.236509376385922	0.38940020289895	0.255218018364775	0.218103346889565	0.207820655581327	0.182341757531594	0	0.234516792317564	0.223690527198977	0.140850350794624	0.171366126273054	0.517523162339931	0.172023713620951	0.265231143911355	0.192673539013537	0.328784956452512	0.187338068632779	0.246261650388011	0.209604272579909	0.232007230595951	0.176469399518146	0.165338388126152	0.427515271721732	0.259298439777031	0.159951735335525	0.17988183109382	0.144086669545749	0.197511435062055	0.244049842002933	0.439757980880622	0.156084011419678	0.140701216505543	0.193233396925515	0.225612487052991	0.260717699606781	0.14853138049576	0.156701285725905	0.186146917577403	0.191524296253546	0.203056839523116	0.24095064958858	0.176802445793425	0.217653330575645	0.143516408939176	0.239498670191744
"Disease31"	0.219827089680067	0.269612895760164	0.327341995733778	0.232416958710364	0.240654215961642	0.290847303365065	0.281421616220678	0.174870525894638	0.259971986257997	0.137190137221035	0.217357212982399	0.325832953494891	0.143070849087629	0.225956626566707	0.263390796167445	0.236330156834296	0.203996311036647	0.228319239112931	0.0972149000959457	0.148701536286282	0.169905031086274	0.187968404865154	0.107189182568502	0.349580617008039	0.435936867757211	0.247092233812913	0.102576121145858	0.2657009973778	0.203431117697449	0.234516792317564	0	0.116161797621342	0.229701015822142	0.170493722354963	0.546126978588601	0.236226088447731	0.350499588326638	0.185979786024729	0.40771640183302	0.163355706731057	0.281415045534066	0.35087539666328	0.159064223559944	0.296840061280833	0.14702982397691	0.472154179753619	0.322406499789195	0.30019267597009	0.32459074859398	0.298165821482819	0.139373730829318	0.0752980848059093	0.486557692269014	0.308890604365732	0.242204632946759	0.138330636185413	0.338929430583351	0.374378165269075	0.271656577961936	0.186642762328907	0.319544818750004	0.190325786528732	0.222275552605264	0.362104932301021	0.141105792425099	0.294161966602653	0.251761812966347	0.308514369367323
"Disease32"	0.187270262368451	0.230143608995123	0.32104630873097	0.230537372043419	0.195718300894156	0.266725122379077	0.256238754078358	0.156950947606246	0.281468818005218	0.111147315359607	0.218454664045483	0.277709087802866	0.177734676528179	0.189048618072281	0.285285294749803	0.200909455636445	0.16086774026975	0.184227320567363	0.116605889267241	0.127844611467001	0.153559500496775	0.168622254618887	0.0899678721272211	0.319491020653111	0.464555154765346	0.279231687003637	0.142745521845752	0.293169964230098	0.178727987261209	0.223690527198977	0.116161797621342	0	0.175357615279743	0.133384149602058	0.569335195496739	0.238024062876572	0.354425294353053	0.16802849670638	0.432740695338308	0.170457268245791	0.28472217031028	0.320332579819117	0.194130035562722	0.304273734918046	0.139308293862334	0.49884241472399	0.339769294354739	0.289409233712267	0.314847017791988	0.255082878815778	0.100796018654932	0.111637746344183	0.519903971676154	0.313151974145754	0.220921630601342	0.146098874740065	0.349094796053269	0.385476641902829	0.266169384177368	0.16014681704928	0.270666202040156	0.139073086904032	0.212636835050476	0.366611899097972	0.156344216992368	0.291739245182096	0.223336349060867	0.270609974310582
"Disease33"	0.0898060774274431	0.136650990892138	0.247217251941558	0.204720793993256	0.125106336186625	0.159869146877026	0.284066681600969	0.137367239855068	0.269685686279075	0.148543552650391	0.22669325255258	0.146745864653356	0.233836755527127	0.109004724992502	0.284930000703549	0.148463617306091	0.185752842622178	0.0860639993831737	0.222553456177213	0.156663491222336	0.199066120564614	0.139041696703819	0.189142980827699	0.235788644367908	0.449488429235234	0.299591444674803	0.231867766388357	0.270238911581312	0.170408852553663	0.140850350794624	0.229701015822142	0.175357615279743	0	0.141245097814908	0.559769358364258	0.223960630893275	0.29899398539859	0.176757709306507	0.397009130367139	0.195095842942473	0.273345776474042	0.216693151554063	0.253462617232213	0.237148226774395	0.173475027721055	0.478185174803065	0.311172923169456	0.213574861900623	0.223649150746212	0.14289587593967	0.162148481520127	0.223739338957062	0.500953551565488	0.235898879829044	0.154734889998024	0.202752754918682	0.283095984876648	0.326377101889033	0.203202374335625	0.145171198002457	0.169872955553561	0.133277842831869	0.214335458702251	0.301113401914182	0.193964749854827	0.24682773817721	0.109294277296023	0.227391189194419
"Disease34"	0.150216097484174	0.18576178056037	0.280964560603272	0.156847965070548	0.149784252258017	0.206504041322965	0.19610579078865	0.120942790494496	0.247974163513803	0.11001086786141	0.193272914517077	0.240403655801572	0.174682964903547	0.147778016300494	0.261027880219115	0.12611559555887	0.162580190269907	0.137806626132314	0.168928350475854	0.106819081633512	0.121386906985598	0.126200763820464	0.128685769954814	0.248980178025689	0.428682493414759	0.259086769064604	0.165671452252623	0.254617795352612	0.109949073879988	0.171366126273054	0.170493722354963	0.133384149602058	0.141245097814908	0	0.544671254917672	0.200094999911712	0.320757561985327	0.120943616366714	0.392274875433501	0.16830744095499	0.232108617060613	0.278727592954564	0.204368919600472	0.256779626863814	0.105866178107858	0.466166636665224	0.308131501064563	0.245225960424373	0.268928545157924	0.199224877474005	0.0998459264248953	0.165432959454773	0.48837166775858	0.265153891255889	0.158138897232453	0.153073264788686	0.306651652352855	0.339765756976161	0.227506736516046	0.13708381547488	0.211945023463817	0.120027623690779	0.175886352600663	0.317922968152651	0.123645912210401	0.247149457893579	0.163712351227477	0.188830147397541
"Control1"	0.543982945560912	0.55807365291451	0.434701740224954	0.495580233115449	0.556390074699885	0.49740060295368	0.577026081919595	0.521405028072538	0.349770150277846	0.553545057475344	0.468449402862495	0.589120811592038	0.455980326967207	0.530271630560607	0.331252719608257	0.555148912144754	0.582175535121597	0.560807320324898	0.554719752891884	0.540993537551542	0.557879466750894	0.489246333261006	0.551414874369953	0.598600014643886	0.228167632732859	0.344556498129947	0.490400473629212	0.344261242372384	0.534196771659392	0.517523162339931	0.546126978588601	0.569335195496739	0.559769358364258	0.544671254917672	0	0.452606288476205	0.292993803830061	0.486192678534878	0.295918351742165	0.426982058815537	0.440450991433008	0.573024682747627	0.414567518542371	0.389502596984859	0.510852736519327	0.134013790573112	0.300114120081053	0.433553874424037	0.427844821360618	0.565854762327925	0.554337486313687	0.562443965281175	0.250669234288511	0.457942969289211	0.497638541335701	0.464670174217177	0.339950847886734	0.312691232299583	0.446929549746925	0.544730024697214	0.58509768975417	0.558204964070034	0.527335221915255	0.360172600744727	0.508214610102137	0.337420959232245	0.542903446521976	0.584198133683089
"Control2"	0.203082015997495	0.200354091957955	0.191160727317602	0.176098915728202	0.226363390389198	0.213560660266403	0.30080648850416	0.17794758857424	0.175928257936651	0.208502045413138	0.190456267055887	0.278765713415221	0.162083367340305	0.195661400789437	0.208247096921459	0.213856866746493	0.270909101325557	0.214556025869867	0.239949362026179	0.207830375700419	0.232682185052937	0.137064929531208	0.214349391117061	0.308114478567413	0.31770836331235	0.193452879689342	0.186215919736382	0.183784595260348	0.188192559583292	0.172023713620951	0.236226088447731	0.238024062876572	0.223960630893275	0.200094999911712	0.452606288476205	0	0.240627457508951	0.175367570764672	0.277234290687624	0.163137445244097	0.219205618171016	0.279706447451175	0.186402923184362	0.168710915696048	0.187134105456036	0.36860107176734	0.219865400733065	0.145639090878311	0.20249541712689	0.228109007486344	0.204094876176994	0.248271418437686	0.375479837598884	0.196853375845001	0.173847937474812	0.157650314124598	0.203127101657147	0.242579338544364	0.167987090882159	0.191430499515671	0.263618292570345	0.213189771772768	0.165561181089699	0.22488476593671	0.184426550125238	0.192711740230278	0.199816586986525	0.278795151104409
"Control3"	0.280233373169095	0.301390553217079	0.208379839603417	0.281800797173745	0.314765913852289	0.246442302292803	0.40628261222222	0.284670936019536	0.153230542218087	0.3352850355849	0.261013975321842	0.323538708122522	0.264227496143855	0.282647255023338	0.160969042656471	0.315763506200713	0.375155472350841	0.305480599338404	0.358419386020377	0.322779704064557	0.361057810113362	0.252179230968446	0.345585623999065	0.377253981805082	0.214876245661523	0.178160070704184	0.298256346601423	0.150896214509861	0.317104268733342	0.265231143911355	0.350499588326638	0.354425294353053	0.29899398539859	0.320757561985327	0.292993803830061	0.240627457508951	0	0.276081736797454	0.190955648155016	0.212353738306546	0.266929998714226	0.338806309981993	0.22484907567025	0.149023722280565	0.2918531559532	0.211014328166361	0.121252096792515	0.199039256930907	0.186079013029951	0.305022982530463	0.338435732759633	0.365630695489714	0.293781968897426	0.223330334360245	0.25618381606468	0.251046375684892	0.110376746631235	0.128513007879652	0.211126869719577	0.309973647765776	0.33275731583451	0.325950518976701	0.32510506603036	0.159830821832169	0.298327325989202	0.125710305698312	0.287029361743873	0.366193634687423
"Control4"	0.181157557383551	0.216519015972345	0.254605414038665	0.137267416641267	0.15486358677826	0.17564037051586	0.231125446362412	0.14538417622079	0.213927067318198	0.134444703177054	0.169908957359799	0.275659411759404	0.156707175276512	0.150724189066609	0.228206376263821	0.156951769539645	0.159989508693061	0.172391134246608	0.195144809233007	0.130123608161695	0.144208951156617	0.101971664681434	0.14882907565753	0.262608560682474	0.376893558615968	0.221457095344592	0.148665506324341	0.222597773649503	0.128269570709522	0.192673539013537	0.185979786024729	0.16802849670638	0.176757709306507	0.120943616366714	0.486192678534878	0.175367570764672	0.276081736797454	0	0.352872593042624	0.138887034837976	0.200936223170468	0.308104701129318	0.167488765550333	0.222111738428537	0.133023380118696	0.408474627576855	0.270058807073452	0.216279431255745	0.237163627549085	0.230764979463559	0.124898174726723	0.190219828130435	0.444909258146681	0.247134479311594	0.139400330157947	0.128000088640098	0.270049870969666	0.307453937372114	0.200916031942129	0.168556633080897	0.228099078161013	0.125406135257936	0.169674145633635	0.282287429731435	0.146135071422957	0.187920476607333	0.181376045204623	0.23234959007277
"Control5"	0.372900568658269	0.373973240189221	0.226984579345677	0.328405920044765	0.392627480120302	0.338061920550026	0.456023471422151	0.356696423736755	0.194645418635681	0.405336182377966	0.315731536640352	0.415560509302152	0.297751861046403	0.371242530614391	0.23042917486526	0.388502504347636	0.447200537586415	0.386132008780676	0.410521695934606	0.392444207681912	0.423126256035274	0.329152592711494	0.407446240060286	0.435379605771689	0.133981080706463	0.208071339955941	0.343440382923578	0.204835763939297	0.38288072582318	0.328784956452512	0.40771640183302	0.432740695338308	0.397009130367139	0.392274875433501	0.295918351742165	0.277234290687624	0.190955648155016	0.352872593042624	0	0.301646253847046	0.309002112795542	0.39647043755752	0.29483461101018	0.196835556745435	0.360584518083963	0.207738353772359	0.184078822124532	0.276187832396311	0.272142641298016	0.375576634980357	0.40795335735593	0.430533552471581	0.168019381756639	0.274834734456824	0.324285422174296	0.319695088631774	0.144370241677599	0.182712698345443	0.273791697917261	0.374318972426269	0.407868101569644	0.404307806294712	0.382980133339691	0.210612450958703	0.351461066485605	0.228984575703237	0.36031765732921	0.427843413527347
"Control6"	0.18256075201676	0.229602275101612	0.224203554390473	0.185818331784052	0.21695280309119	0.202383143756199	0.296130107072472	0.156468352881169	0.142483728705536	0.164930499173811	0.153904065405681	0.286022803450105	0.113010220493478	0.187121767883329	0.152367598320773	0.215643726364797	0.236639389296852	0.201882960464846	0.178624396564743	0.162611578255251	0.208689553452289	0.128954926697211	0.166854699915575	0.327872785608696	0.326881849774226	0.145936517582824	0.124471123380804	0.152347146861423	0.19602665381901	0.187338068632779	0.163355706731057	0.170457268245791	0.195095842942473	0.16830744095499	0.426982058815537	0.163137445244097	0.212353738306546	0.138887034837976	0.301646253847046	0	0.206368786293975	0.313242264911826	0.0852407973252957	0.172946664413387	0.12862319348964	0.354888787742325	0.200289604461991	0.184391270253491	0.197280134124497	0.258302175891428	0.165801536291325	0.178431408260365	0.402250501255384	0.206610325156103	0.180010938919453	0.0805888669564316	0.20577969998179	0.245497045210267	0.166143205774716	0.174710052532723	0.280772513282226	0.192053254451732	0.216467840793272	0.238998984918919	0.147205979119783	0.162804899239369	0.219196730316876	0.296388993986312
"Control7"	0.260815230681017	0.280543080320002	0.23262947339198	0.187466953665386	0.261108370520129	0.242032036770597	0.266168049179658	0.226624532134253	0.223649122840829	0.251219548360852	0.224023848583421	0.3337755726984	0.218984342852094	0.24600274855167	0.235949723100462	0.245790540735232	0.293454605015719	0.261370527406261	0.279767268796379	0.244613500243011	0.246721282419346	0.198175915540332	0.261963254239236	0.318681628420503	0.324468650846573	0.22694932531998	0.226098911558102	0.220541860631861	0.226887204355468	0.246261650388011	0.281415045534066	0.28472217031028	0.273345776474042	0.232108617060613	0.440450991433008	0.219205618171016	0.266929998714226	0.200936223170468	0.309002112795542	0.206368786293975	0	0.343381344932959	0.212114586822306	0.223493038156391	0.22626992678669	0.366611508921741	0.253654342390829	0.232248140718974	0.250234523330752	0.279479651305208	0.243638324054449	0.28969305280724	0.406571107010244	0.257488056217091	0.203115145228168	0.205771894285031	0.259812195553403	0.281788894499693	0.220370006610097	0.246328309862696	0.296833191410589	0.256705278450951	0.220726586784502	0.235708290393849	0.216296911263308	0.210260977586012	0.259191488745389	0.290955557803927
"Control8"	0.202576262915389	0.177595055825278	0.261255166036549	0.293011488357041	0.239811314417313	0.233801736339576	0.387707836623454	0.254741658731283	0.341153018156467	0.283061016015401	0.321085288021446	0.170342117933055	0.338588304345544	0.218380565599523	0.361860345899633	0.251521432213697	0.32314744476236	0.206888656887552	0.326971329806537	0.283892592094834	0.326593007144871	0.256436350817199	0.315664726922451	0.271449469654233	0.466156666497522	0.374329327959216	0.345798703567069	0.33448220515858	0.273282036937458	0.209604272579909	0.35087539666328	0.320332579819117	0.216693151554063	0.278727592954564	0.573024682747627	0.279706447451175	0.338806309981993	0.308104701129318	0.39647043755752	0.313242264911826	0.343381344932959	0	0.352486499073377	0.268731703010832	0.284826933654938	0.484489044966567	0.341412474376433	0.217623265200959	0.202817474397893	0.144280993944315	0.297643581691813	0.350459592974848	0.502495343631521	0.227320246286382	0.226771608672264	0.30852645404559	0.30449606948659	0.315652487662164	0.226238395149842	0.241018127293907	0.218144096588208	0.277730356782313	0.307921980559434	0.28501654928136	0.305621370839173	0.316238932066294	0.187715172581839	0.282295977701559
"Control9"	0.240455863413244	0.27674334269868	0.247182865206244	0.210044867671943	0.2611739661261	0.247920317563556	0.308078269316446	0.196661436471189	0.141337536416135	0.19056991999195	0.171906657808231	0.339283881885803	0.120734815799699	0.240517406086654	0.13780963443333	0.252525031794423	0.260642835060773	0.253577426198776	0.170665298875962	0.195686273865826	0.22692509473806	0.165216076631847	0.18125709631461	0.362657557913039	0.312734030413419	0.127266159878106	0.12545478746605	0.145258186075948	0.22541712577671	0.232007230595951	0.159064223559944	0.194130035562722	0.253462617232213	0.204368919600472	0.414567518542371	0.186402923184362	0.22484907567025	0.167488765550333	0.29483461101018	0.0852407973252957	0.212114586822306	0.352486499073377	0	0.192198697048795	0.153140795446393	0.341134486558774	0.188008434691485	0.211733452539148	0.224251642689821	0.301104321073779	0.193012806089897	0.184421417605463	0.389743010976715	0.237608443644276	0.217831583655274	0.0944102513040923	0.220439163400533	0.244459285169397	0.191691563441658	0.204985612618117	0.325564994807378	0.228443596074284	0.233425143377451	0.237785571255421	0.163453172936914	0.178756539218085	0.264374136629336	0.32701310380155
"Control10"	0.210123275726643	0.214712333901812	0.147148890242007	0.207731951676655	0.248688957822838	0.181114183295548	0.358796994452278	0.214837570944197	0.127004809882764	0.268202372177257	0.207697263760942	0.260931571227647	0.19847460408754	0.207948465586043	0.178843035512943	0.246458825772382	0.320754191030605	0.219636660429827	0.303277188477008	0.261186657341065	0.299699578135152	0.185224396069802	0.285682788753697	0.302593057344994	0.250038212299558	0.163713569135774	0.236654573065134	0.133293811655929	0.24879441442828	0.176469399518146	0.296840061280833	0.304273734918046	0.237148226774395	0.256779626863814	0.389502596984859	0.168710915696048	0.149023722280565	0.222111738428537	0.196835556745435	0.172946664413387	0.223493038156391	0.268731703010832	0.192198697048795	0	0.228459713859036	0.296690884845896	0.156742353302433	0.145831410941863	0.119155626032237	0.21953479713529	0.277542187242683	0.312434463110631	0.313572602885235	0.159360657492652	0.176427248085855	0.199399105917046	0.0933286125479935	0.157297077046058	0.133451368743201	0.23296289574382	0.254866657609307	0.269672526612365	0.267833879721205	0.147151260066098	0.235219467827325	0.128419430601784	0.206791437997083	0.302571770392938
