ID	Ion_mode	Q1	Q3	RT	Compound_name	Class_I	Class_II	Disease1	Disease2	Disease3	Disease4	Disease5	Disease6	Disease7	Disease8	Disease9	Disease10	Disease11	Disease12	Disease13	Disease14	Disease15	Disease16	Disease17	Disease18	Disease19	Disease20	Disease21	Disease22	Disease23	Disease24	Disease25	Disease26	Disease27	Disease28	Disease29	Disease30	Disease31	Disease32	Disease33	Disease34	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32	Control33	Control34
EPT0758	Negative	341.12419	-	-	unknown	unknown	unknown	7357906.444	11703271.82	5619454.862	14695614.6	8588810.769	6888871.252	112876.354	14425510.11	11189684.74	13238788.35	11418812.52	14330798.11	6031755.05	10280741.78	12299002.87	4767995.132	6896160.622	8070063.241	12188019.3	13458705.18	3227339.206	19163767.5	22023715.48	13464067.15	8136696.987	13373893.9	13124022.16	21787377.77	10862719.21	16823225.89	6860567.011	11446036.76	10703884.43	16940124.05	25549743.64	9874419.483	8882578.201	3605115.201	17967033.26	13448889.93	15129159.35	9870011.811	18393292.94	11855685.65	9351514.196	17237230.45	21282684.06	19028875.48	21801643.2	14671841.75	13833202.37	18652500.85	22056364.07	11977655.83	20482696.37	3774799.178	6058793.082	12210681.49	10640368.21	13538414.97	18466200.4	11680333.1	9327135.521	14626672.46	18548522.07	12108508.29	9082455.086	9081337.071
EPT0759	Negative	341.1965	-	-	unknown	unknown	unknown	55800.711	106607.449	79134.323	31483.468	52583.912	21428.283	10224.294	15406.085	31278.003	35612.874	47840.65	329564.845	44238.329	45376.679	68948.564	68132.876	51589.521	25731.776	49922.322	114208.755	251864.175	247995.326	41745.971	38441.936	44536.954	92119.111	398242.703	27954.151	81716.29	70757.74	20017.143	66353.232	106116.831	35679.703	70049.397	66523.661	134356.839	41383.72	20665.887	50993.951	93600.554	84901.789	14661.773	60719.296	24806.022	11949.532	75235.632	33729.605	13760.269	52729.989	25706.745	47798.588	24746.897	80603.841	157796.645	19146.804	64839.983	101713.133	71096.108	33601.386	23759.442	47238.979	54054.063	39509.302	131440.242	27922.278	51392.988	29392.752
EPT0760	Negative	341.19654	-	-	unknown	unknown	unknown	1678561.894	1988105.114	5057017.316	2829153.19	3754737.638	4048653.613	497217.943	4466508.905	2005811.083	2475294.99	3590666.367	2090364.156	2795885.411	3626932.415	2442160.484	2110749.348	7207089.596	1313680.263	2674795.738	3766308.185	2949879.685	2913498.07	2938381.386	2744900.761	2396559.308	4408606.993	2288492.942	2213526.054	2676707.842	3238819.373	3623302.998	4800944.278	2328752.468	2585460.645	11328622.59	2324284.564	6110167.858	2760939.875	3844671.311	2605113.31	4763631.522	4299045.739	3852415.363	3959715.654	4833888.678	2568762.916	2154449.894	2073210.025	8715091.856	3176233.71	3350795.87	2124117.72	2643870.004	4607173.734	2744381.713	9032556.611	4617979.99	2794367.442	3493102.358	2754557.851	1196253.584	4371744.394	4496080.308	2414170.393	4219726.151	3875959.831	3382897.029	3021110.822
EPT0761	Negative	341.2323	-	-	unknown	unknown	unknown	322335.982	226137.188	575408.633	368370.702	399139.382	291204.354	750277.615	283238.98	302004.383	284713.239	327471.149	175564.405	205692.199	409136.182	470388.523	322141.798	724065.219	528652.272	409981.823	471939.442	350726.632	279293.437	497010.905	153874.654	877430.537	558130.631	346497.6	279363.772	143812.101	232966.333	236644.918	613976.239	588214.472	451832.893	623006.208	363858.257	370189.365	220279.179	420782.61	319436.219	391256.695	604985.281	389239.526	471946.686	201419.354	302927.758	137628.803	214124.871	474222.052	1383740.685	223941.158	373677.083	336696.947	361435.088	403150.235	506609.018	443465.531	514697.126	381363.085	397259.991	297866.886	579012.978	374537.179	508152.124	319195.996	445329.105	896397.001	243893.493
EPT0762	Negative	341.26846	-	-	unknown	unknown	unknown	180282.66	158539.716	288644.243	241169.868	173261.804	148157.919	186379.25	135634.95	143714.656	105787.407	200598.983	202684.259	208595.015	148815.498	220945.579	245750.031	179894.416	285939.119	188151.177	193403.648	219999.589	236184.961	160872.873	140555.26	265397.275	181511.453	164462.588	118694.856	143296.475	260356.864	143728.349	147099.992	162053.025	115242.457	224655.736	128256.227	1812745.16	432432.49	319704.25	195728.8	213716.208	235005.752	136603.142	210078.35	201513.998	176549.595	132210.311	165882.469	214261.505	214253.206	177155.619	171036.194	153440.889	211272.992	138143.044	173236.458	137074.006	185011.118	154160.572	150906.72	203918.496	118073.5	149174.494	173829.019	116278.256	149671.308	200166.826	218559.912
EPT0763	Negative	341.90474	-	-	unknown	unknown	unknown	198190.347	253930.149	185877.129	158387.47	164004.243	221933.278	364794.838	193867.833	176602.323	296831.73	277895.014	179443.394	149774.066	203870.24	140566.944	187742.876	186150.189	149825.989	159618.855	216029.468	114431.129	215712.19	160230.321	190163.761	184063.173	164258.928	171412.918	202591.9	144895.688	291550.517	154429.382	116322.501	144819.649	156406.152	229208.645	220580.488	166471.92	169840.685	189160.544	92438.047	214420.093	272715.187	122727.252	167489.108	253709.932	235875.026	278655.136	217866.019	228361.334	213851.875	156222.481	202148.802	235029.525	202651.943	161297.559	205164.396	264131.91	133913.577	152840.629	217616.03	244213.935	151523.613	181235.299	101955.57	231935.513	202921.165	245775.18	176653.79
EPT0764	Negative	342.15201	-	-	unknown	unknown	unknown	98763.523	78436.689	101378.168	93962.968	84657.986	121426.867	89597.619	82289.198	75651.801	101221.636	53369.834	36659.963	70497.993	74398.037	87131.676	39349.43	134031.174	75300.417	117299.463	106726.743	49445.721	90424.711	85551.664	4436.085	94681.425	76083.86	125181.854	71797.883	20671.694	130205.572	100573.09	84791.057	109705.656	89385.012	50897.217	66025.225	55278.521	125732.182	56076.223	89680.285	149032.24	76157.265	42372.122	152155.526	36408.398	18907.127	20373.421	47132.046	61292.281	38948.102	73198.539	85578.635	75546.503	152913.865	71201.048	79588.523	75189.17	135815.634	56270.405	90564.788	299919.334	105662.742	120002.272	149431.977	60159.643	106082.118	95457.727	104097.198
EPT0765	Negative	342.26481	-	-	unknown	unknown	unknown	564399.718	1144980.274	604368.619	850646.863	1325346.096	927489.212	549980.982	806743.818	661407.722	1000387.72	1165937.992	1077885.706	883949.024	709372.255	562148.482	423046.263	806883.144	765161.341	970339.29	861086.474	769557.251	1070977.922	874383.186	629408.92	942600.468	1122084.989	640480.573	944016.524	493387.032	579761.031	628622.702	815261.877	594107.698	606854.842	1498466.888	612150.749	1176483.643	628653.942	479001.668	787838.745	593454.155	1142233.427	839710.576	510315.683	827205.971	891534.806	672878.726	548224.039	1219997.177	576022.573	676695.366	735725.922	982022.318	990327.233	613517.467	615600.94	965943.973	961018.035	1075635.166	742327.311	346465.297	957603.17	751960.683	1013784.246	641828.481	497155.43	972961.95	977188.129
EPT0766	Negative	342.94353	-	-	unknown	unknown	unknown	328375309.9	375146573.6	306027125.2	287072130.2	277306785.3	256666143.3	317262167.1	242982558.8	306671070.1	334557350.5	275626702.3	318900450.5	281242116.7	270013976.8	311306088.7	304461440.3	247587037.7	340191043.1	330976467.3	295911215.8	319096288.5	343148274.9	350811791.5	319931215.2	339578950.2	327565438.1	291658468.4	313527185.4	286911678.3	345860376.1	274429554	311517982.9	311922173.1	345869565.6	340022074.6	363542841.4	329389366.6	329699302.6	409592335.7	358152074.5	331147245.7	316330273	293123065.7	315292549	362848612.7	302581023.7	362856399.8	366333292.2	343271061.8	368223976.2	332172469.1	350212161.8	334133568.8	311429839.3	324804086.4	299640837.4	287753831.8	341754619.8	322756366.3	317804673	286907267.8	315064907.5	316084668.8	314571850.1	302671568.2	312638213.7	274791570.4	316825597
EPT0767	Negative	343.04777	-	-	unknown	unknown	unknown	23944.094	47770.605	902560.412	479225.348	3937320.859	1152669.546	37049.266	3582173.79	48222.276	42792.112	176121.793	42029.348	27836.567	3112605.681	29868.617	119865.178	148780.266	36506.133	39870.32	101115.863	468554.832	204848.989	468039.094	23649.068	413860.476	26571.321	89118.817	90655.278	63387.467	26725.106	371715.785	367984.67	69787.812	35949.64	87529.342	1600585.89	1372029.163	896242.194	26739.227	88190.278	456259.94	260964.156	29789.061	890887.583	68034.27	19054.809	366185.458	258891.438	17104.958	46586.208	18293.828	33611.691	23717.662	58525.417	58972.333	82810.835	488626.081	264004.461	520565.32	323686.432	60317.624	6885287.76	1764951.427	18816.618	40610.496	17357.524	2312045.579	84215.81
EPT0769	Negative	343.1233	-	-	unknown	unknown	unknown	72693671.05	85858486.5	62548164.02	61256382.16	56414395.24	52266237.06	67782726.33	46699064.45	64996978.35	73442286.19	55667681.96	67735118.95	55810668.82	55359320.42	66250699.42	65863783.71	49915928.06	71604169.59	73366260.47	63242468.44	71040449.12	74440653.07	81375840.5	69397638.59	73442058.37	67249059.61	57913850.77	70079396.54	61078974.73	75477220.73	56333602.71	60398768.44	64774289	78035192.85	68360799.73	83266253.58	71066043.66	73816486.55	89407428.92	79933152.27	72750859.52	69889265.41	60340855.1	67284548.98	80346327.14	66102767.13	75593194.92	85802445.3	76744372	84403943.73	76165511.83	77235121.38	72444848.85	68325442.56	69907522.71	64679089.83	61837402.99	72748122.76	70623022.59	67351087.3	61021525.6	67428581.38	66975218.34	61730864.86	61746055.4	64907675.17	57415955.42	70211992.29
EPT0770	Negative	343.21096	-	-	unknown	unknown	unknown	1604428.268	1556234.822	2384636.907	2167065.438	1309292.825	1590013.695	317208.116	1654601.701	1877062.267	1637871.4	1820835.392	1008182.767	1716135.849	1136689.803	1671298.5	698563.814	2548128.18	2274464.356	1208149.324	747242.401	951927.879	498159.814	444361.099	220040.935	1288048.723	1005928.501	887305.812	725962.938	201751.638	1138377.11	916766.834	1160966.383	1834272.113	1599749.625	2191897.259	845300.724	861244.923	857350.264	1185360.348	1398947.213	560999.713	1028283.746	745777.725	1803353.248	345135.688	560787.468	308962.147	352060.168	1219414.825	2873831.997	491178.542	729188.675	846285.235	447539.394	490960.24	852174.803	1296481.468	619689.045	656824.074	1203119.502	968291.584	1039828.669	1393695.953	1381819.461	1464266.789	1448230.531	1837215.682	1549021.013
EPT0771	Negative	343.21187	-	-	unknown	unknown	unknown	850245.552	779104.57	922443.482	916987.704	568497.901	577125.839	319364.423	961350.587	693439.262	759132.936	770895.967	361961.07	888602.869	374216.309	391290.91	105107.815	1372868.684	783496.807	445089.269	401603.207	340369.761	194159.58	197446.82	97566.571	546557.142	355466.104	298359.662	287791.838	142221.903	775516.16	488391.322	551228.255	490605.967	859098.835	1224419.861	158212.106	521900.321	608684.774	1223340.229	727275.154	364188.681	450296.754	319600.572	895659.711	156760.138	216600.208	106932.568	112851.189	751935.276	974927.162	267273.338	332073.815	292114.264	252338.357	250171.402	760155.508	447330.606	313618.643	203864.011	396550.696	386660.162	437739.416	377354.694	939725.47	738170.192	731012.689	836668.985	740247.213
EPT0772	Negative	343.24719	-	-	unknown	unknown	unknown	402478.131	176335.887	202690.145	319125.242	336067.455	97189.974	570609.802	104832.525	84060.362	63484.679	51883.232	126560.955	100344.1	130316.545	501155.743	900668.443	250384.397	337571.687	273536.2	159985.934	310453.81	110631.44	1213616.731	149180.452	270196.748	96582.145	92404.212	80913.274	88782.704	69740.115	147818.546	277338.139	109568.259	100082.451	249318.22	215773.978	407711.398	100576.723	146683.66	199226.978	183572.52	523356.342	134948.137	247997.792	252156.548	53801.207	70345.417	137101.678	104212.409	980181.617	181953.288	160132.693	118906.261	242426.194	259007.176	660401.364	130136.589	209886.615	88289.06	168729.467	81685.723	243233.495	245412.923	516203.266	124929.588	172155.023	451909.225	238277.709
EPT0773	Negative	343.24833	-	-	unknown	unknown	unknown	955647.075	271876.53	745101.716	775929.752	833711.136	229752.02	16043405.26	516003.046	201523.342	238728.455	154718.874	309976.89	220505.318	116904.011	938086.226	1079131.805	508056.518	475134.324	102516.634	260384.577	357116.51	248178.686	1608663.477	215711.75	481688.808	150703.127	325425.165	215678.642	205039.71	221264.274	516715.562	507826.497	224326.49	383248.768	1730080.119	404517.708	529560.021	359370.418	261341.448	471886.324	351369.066	189556.697	322320.237	619595.204	833371.205	155294.699	179899.534	254432.141	472032.718	1403058.231	311423.872	231639.599	226800.867	791005.671	653976.421	1336443.758	115546.777	402943.756	142579.21	180053.337	229798.393	441288.181	272256.767	939285.714	280699.541	363949.507	851398.995	936230.876
EPT0774	Negative	343.24913	-	-	unknown	unknown	unknown	978288.945	437716.563	892819.252	835865.408	1161926.124	432417.071	202400.963	418699.44	94897.351	243862.356	210206.528	341655.494	290805.177	112636.848	474961.834	630493.617	1536081.003	620723.993	150564.212	100960.379	212101.387	148753.298	478548.556	47364.123	289689.128	183000.28	481092.311	246039.072	63292.356	239736.55	633473.56	818112.463	651161.008	582359.921	1387705.533	232203.612	456021.794	625180.89	170446.733	360338.894	435632.485	362387.851	295950.455	488018.995	547124.072	36282.254	84283.711	187047.635	386947.404	1620478.729	261271.645	178763.589	337535.654	1137841.164	342076.322	643588.742	326861.167	559181.554	131249.786	312246.553	264518.56	530845.503	674595.006	1558514.246	430112.295	508747.806	578149.881	1040831.922
EPT0775	Negative	344.03921	-	-	unknown	unknown	unknown	9087288.535	7530157.466	9112818.711	8694410.609	12051948.42	8687702.292	14659695.87	8696845.389	4492394.326	5422456.937	5544494.364	4440764.031	4196873.493	7346437.998	8043933.335	14574522.85	11962493.8	11676067.43	7935641.263	5761849.578	12166830.65	9995128.099	9149725.287	13768832.87	12079991.21	9302497.692	5546255.207	7515004.258	6962501.69	7222911.456	4688181.173	10458499.47	11054276.45	5574854.853	8862995.6	7831074.198	9334780.738	7759694.301	5340851.726	4434625.439	8408682.657	6772652.98	11573059.36	7931808.274	7192940.576	7549963.475	8191235.992	8711504.158	4670002.792	10601135.87	6014985.104	8025263.838	8997186.172	13955055.67	7513950.797	9519679.506	11781082.27	7258938.401	9519049.286	7486914.394	3361505.776	9899720.773	10326199.25	9131172.462	10063338.45	11093464.52	12972226.41	10890557.06
EPT0776	Negative	345.0827	-	-	unknown	unknown	unknown	356160.403	1095286.817	299801.074	372821.304	1229250.534	242546.996	286184.81	169336.491	246306.271	1065876.022	438828.039	369775.826	187022.034	978152.229	275059.953	249289.627	157711.632	415393.279	539171.297	579875.654	157922.569	312187.17	2971.432	877576.568	166493.113	464708.794	9189.529	385104.093	600885.442	299183.264	332840.256	553560.458	407898.394	280006.913	354686.348	1615641.263	592990.009	451760.384	394672.216	537604.608	373053.492	1247243.312	243175.829	208976.316	280863.096	250432.155	292266.728	345207.845	168869.925	539399.342	130317.929	216119.19	654183.504	393862.95	318336.324	265231.113	1828880.813	121249.715	857435.637	772947.628	179616.948	671824.167	770518.764	265972.425	730585.484	1066361.971	549626.05	181150.039
EPT0777	Negative	345.1191	-	-	unknown	unknown	unknown	336286.568	284249.085	305559.274	400950.03	378682.036	255777.786	178243.663	302463.797	277949.701	428248.082	358217.364	349878.022	227511.41	490138.529	248374.942	322431.885	277385.093	387931.118	446158.439	295878.719	306356.549	175428.016	343902.285	480235.507	179539.248	416007.618	275799.12	375480.974	430411.694	408129.253	318632.458	351656.481	399055.677	414241.37	294159.717	597160.368	438303.736	262603.238	256734.297	459343.81	330289.609	381165	211518.73	222166.935	328554.915	206735.99	345582.405	226509.942	414021.041	211198.876	348051.181	275243.684	320385.465	298243.454	666870.236	215035.46	361280.059	404558.291	255635.765	283686.389	197141.499	279585.992	513906.264	409184.991	530339.595	293165.413	454043.777	227860.343
EPT0778	Negative	345.1191	-	-	unknown	unknown	unknown	242892.471	267132.564	209173.987	369561.712	136914.849	349283.337	113085.024	261909.922	213293.21	218810.359	313092.953	320638.77	171100.617	254477.26	288988.777	256102.433	298871.188	363894.907	249026.54	506692.339	293791.555	274102.487	386931.504	252276.423	444449.723	428219.935	282732.794	379351.378	366127.605	159405.4	283252.721	216291.51	464940.029	529026.492	239542.256	434098.214	559165.539	305629.989	255727.773	374117.492	323642.51	279127.39	318258.294	352119.738	439939.184	389884.347	342710.376	357032.865	222265.702	349501.72	225551.44	213252.846	257135.945	160379.549	423976.558	448925.864	405387.7	251154.957	273374.339	347573.881	282027.496	310116.758	392851.582	177041.808	351072.942	272832.328	263784.73	250240.839
EPT0779	Negative	345.22585	-	-	unknown	unknown	unknown	309555.38	183133.476	1217565.964	296432.227	168584.504	374358.098	175864.593	114165.076	170656.332	159067.181	216191.564	257967.94	356430.076	152842.471	230793.263	106342.553	326736.598	368920.403	123553.512	134351.062	190257.149	101172.766	136030.747	44452.131	354666.542	268398.249	81444.049	156884.038	45791.101	192203.365	144232.22	200485.268	271020.747	155433.187	469098.888	82843.279	111669.202	96323.269	146942.071	106592.976	100831.106	220109.346	212416.357	143654.309	163236.121	72731.587	52023.582	28603.796	307508.061	394791.71	51170.225	159427.208	78408.779	63252.906	25276.667	446349.733	165369.677	114225.593	203185.142	186567.585	67619.362	174873.541	144960.281	239286.129	158945.085	446307.875	379255.264	350430.951
EPT0780	Negative	345.22722	-	-	unknown	unknown	unknown	687695.657	772865.952	1222607.769	800418.209	894278.92	748495.431	561422.152	682291.561	547983.247	548460.428	768260.499	382584.43	921914.57	613087.109	630344.948	157224.382	1019482.638	1503834.859	364370.283	650399.92	422758.01	284250.215	430479.975	83577.6	579099.716	539282.827	285398.434	442704.206	98035.564	1489282.015	605201.417	801380.97	572004.908	447172.048	765342.222	166605.279	748794.128	579188.043	979970.56	642784.244	668615.772	597916.716	211825.834	977480.203	216646.905	84028.833	151319.448	55973.827	678816.708	893410.537	391485.328	362236.998	382980.099	433646.618	197775.175	1416222.959	495592.031	595154.429	300452.056	636435.653	373803.925	422014.967	864908.273	1034161.308	779758.962	842148.793	1034730.38	431079.494
EPT0781	Negative	346.057	-	-	unknown	unknown	unknown	13301683.86	13166869.78	56529555.53	34055533.84	2759224.145	28062771.58	2050595.942	64553330.74	57029371.41	53707481.99	24228703.76	41965426.49	72213085.34	27514153.87	60770651.95	13891221.91	39662398.08	23836627.63	57269825.31	43174273.96	20398838.54	32945957.05	10546172.11	20836005.55	41828629.52	18671011.37	25151391.96	23200795.87	25929715.58	53872463.24	58113708.5	13868445.66	29830758.35	69879259.68	95999264.46	13322515.45	21746009.03	14627760.32	53007752.13	19666244.73	50288086.86	18764958.17	25305854.7	71993420.85	9490291.276	53444708.38	12647179.36	12163496.19	24905335.2	44201619.67	45080733.99	50075656.84	45414896.21	12285109.07	11011738.67	60258961.04	11018741.23	20163330.1	10182335.32	16770887.11	51605631.82	42777920.07	13585612.34	26332153.57	5653891.258	24068617.38	31366786.24	83097853.42
EPT0782	Negative	346.15989	-	-	unknown	unknown	unknown	13612297.66	13556193.6	62101243.31	37397769.56	2973872.551	31244639.61	2265250.972	73518064.73	61426711.72	54566981.57	24625944.61	43704884.41	77273498.63	29555118.01	64314836.18	14184036.28	42218473.78	24925187.59	61319158	46312658.52	20587255.73	35416087.41	11199219.61	21928370.48	45290022.53	18833347.99	28605288.59	24541207.93	26835863.2	57619815.99	57677445.95	14975678.57	31410280.49	73751524	98741384.94	13717006.52	22374729.91	15166089.49	53869792.59	21112605.1	53139377.13	21692606.74	26741119.55	73026368.13	9751385.075	60504414.91	13502623.95	12316093.69	25552437.84	46029540.76	44667402.96	52338803.02	48123504.72	13524044.31	11500987.48	64204448.65	11832692.97	21659034.47	10980734.13	16659473.74	58409940.63	48571841.9	13630922.45	26660173.25	5765617.053	24569786.05	33024951.48	85679774.44
EPT0783	Negative	347.06905	-	-	unknown	unknown	unknown	255643.046	197080.947	479535.928	334940.127	363634.757	401070.207	218322.032	378285.554	425604.59	309796.886	233614.745	270453.775	400474.636	550668.017	376822.195	457821.583	315361.979	432956.177	472050.526	315919.178	252071.969	509158.454	227473.25	231673.987	197680.308	375099.84	341768.909	240847.164	374325.332	366503.393	268778.295	229952.302	318509.615	378121.041	393843.707	773369.587	421416.347	250764.149	363966.945	354236.702	487417.734	398920.218	384807.579	242827.618	530142.516	292641.547	403054.441	358745.273	337923.157	342881.24	259233.826	246232.28	342834.064	282435.933	209763.499	223775.003	260697.266	294241.567	286754.461	341478.909	356384.176	431083.253	370630.332	283711.175	410373.652	88954.374	397713.634	487618.808
EPT0784	Negative	347.1716	-	-	unknown	unknown	unknown	253211.085	224037.647	569192.048	420075.643	314541.518	323306.367	180292.906	439824.168	328297.805	239767.983	304551.964	176623.11	326109.592	319557.383	406471.893	352778.618	302881.436	365403.26	315387.802	221172.782	197654.002	370808.98	180481.741	183492.132	194573.501	274242.231	292547.364	188180.439	257160.624	352731.005	284469.456	234445.586	243895.151	295894.083	324895.943	438753.65	311556.553	170124.803	216962.549	328311.83	388721.195	221787.867	292585.888	196488.075	470872.823	284035.607	273892.451	259563.544	227853.989	279015.31	218173.282	234549.426	352987.16	294690.954	173645.068	198199.475	297432.933	202386.763	262755.058	267441.766	263121.994	315476.775	395644.315	186844.54	268101.091	186621.628	282600.848	327398.795
EPT0786	Negative	349.16764	-	-	unknown	unknown	unknown	202752.215	255621.066	212231.094	276565.047	295572.703	224921.717	278937.818	172325.959	178341.412	275799.878	317168.691	243489.524	172261.637	327324.266	233553.858	212292.122	215662.74	287327.034	279750.917	343179.851	291818.825	361848.687	271388.035	214642.751	237262.648	279440.052	238987.661	257976.552	348659.491	425655.727	208172.998	232169.942	253956.47	232145.99	213378.755	228863.409	215969.332	211635.548	217535.04	246816.394	290623.489	314853.61	192192.704	190318.059	420558.421	349942.169	191539.753	265032.836	252471.502	239008.042	213658.513	370161.383	470746.042	273568.942	193052.812	180494.038	661193.366	239885.227	281785.901	249484.989	294391.416	215375.882	262424.537	282145.748	216559.529	190789.809	257119.699	208627.632
EPT0787	Negative	349.19954	-	-	unknown	unknown	unknown	63479.007	58961.614	59931.329	18710.086	192548.247	108210.308	44125.716	117147.11	77614.453	120171.767	3951.264	132775.072	42578.754	202558.57	52976.913	33470.278	133687.638	59690.102	50419.483	199863.51	183317.895	211146.6	137175.543	181815.862	53811.585	266269.925	134835.493	114478.162	59525.883	7072.554	102075.605	106465.062	137404.351	135712.152	20588.034	56250.03	23299.806	18335.097	133751.002	21822.499	46787.559	271991.669	136886.373	56025.719	34052.276	186896.273	187871.011	158468.169	197805.044	99061.127	144817.524	88949.263	99349.888	127423.642	142176.708	133939.088	206628.464	281202.325	113435.47	219171.828	14816.064	139376.826	173452.766	138327.468	68435.953	69296.933	63088.501	91973.489
EPT0788	Negative	350.96388	-	-	unknown	unknown	unknown	2895835.554	1224992.397	1583653.568	2289462.275	2783118.322	2510732.041	8075001.08	1498063.063	1592568.674	1041301.511	1864980.757	2203756.332	1446706.201	1976153.347	3427784.398	1788809.83	2673513.124	786413.012	2808907.085	2987641.672	1555052.274	1961102.102	2146468.381	827902.759	1538011.195	1997939.218	1015404.836	1649915.381	997836.219	872553.731	703784.83	925803.059	335216.005	2327285.546	3135152.429	2079498.346	1629705.685	1679022.536	1395087.236	1111500.344	2788979.032	1017672.934	836336.797	326337.695	2868972.67	1485602.435	1779982.976	1230815.31	1504720.861	3638817.593	1241971.94	1898867.487	1515923.828	2079384.627	763166.95	2114604.889	1116722.183	1445779.817	1722712.818	1068655.657	990955.028	1467781.834	872333.217	1956333.763	2601947.201	1166926.894	3151399.562	1120146.892
EPT0789	Negative	351.16381	-	-	unknown	unknown	unknown	1080237.353	425542.325	1232450.999	1047479.813	357955.035	512569.214	934234.639	831638.561	847114.722	498141.385	702435.536	493207.964	1000914.793	453152.414	960307.681	119306.56	648737.1	363727.935	202187.721	389024.193	263836.31	268229.113	136617.076	86340.78	451724.712	563494.352	411575.631	395328.43	288901.224	613318.943	1088895.969	398500.365	463728.896	1287956.117	498163.262	157090.684	283111.336	180004.784	169967.424	158873.292	1260181.225	122400.929	499634.331	199017.46	128445.927	156083.508	197482.141	99830.976	626223.079	398235.562	367343.424	419074.17	454981.454	640522.824	186500.748	588201.607	204096.011	320931.79	374864.585	159649.409	195902.248	259337.502	252012.436	823633.858	208870.438	396537.032	241847.888	737958.634
EPT0790	Negative	351.25352	-	-	unknown	unknown	unknown	5519557.014	2410311.911	3370688.114	4322924.511	5443765.911	4496159.521	15131314.53	2880848.708	2997961.013	2032387.277	3457130.658	4460177.336	2697445.118	3757296.014	6865306.538	3405735.553	5066346.717	1543410.523	5235684.269	5881997.433	3082904.055	3669081.48	4299493.313	1484923.189	3031375.473	4015303.453	2088572.437	3297100.197	1921255.246	1668035.064	1394758.488	1779320.608	678877.192	4401713.546	5858731.609	4152230.86	3221991.537	3240406.511	2538555.72	2138912.061	5780648.348	2014044.477	1551370.164	696394.745	5497975.369	3026999.638	3249913.376	2433815.302	2649077.438	6849731.828	2389960.982	3278719.044	2860485.561	3799709.982	1449134.835	4213297.416	2072981.104	3001037.096	3313996.265	2014556.197	1977383.318	2693144.566	1814405.038	3627617.359	4685041.524	2178787.69	6077092.994	2258273.424
EPT0791	Negative	352.82884	-	-	unknown	unknown	unknown	2838157.853	2865879.731	1910751.083	1756507.165	1504210.928	1108373.753	733188.312	1417544.762	1689108.084	2340271.466	1126228.408	1813136.177	1415468.662	1155037.744	1879070.014	2452004.244	851410.644	1900482.302	1490834.162	1129589.893	2015097.892	1586320.401	1792985.151	1713993.812	1859461.379	1406080.374	1527295.956	1375001.826	1331860.37	2404712.36	1872953.77	2224865.164	1579345.282	2546247.383	2401268.914	2036273.11	2230099.984	2277172.962	2699435.922	2136439.425	1638200.039	1120884.104	1256750.017	1998373.184	1934316.231	1392920.11	1777360.247	2077929.317	1590278.921	3155244.226	2211987.189	1997219.584	1796464.804	1635343.991	1847852.955	936560.555	1386900.193	1924971.129	1706103.133	1864062.297	1286843.126	1860634.994	1427194.319	2064981.061	1205835.368	1655508.834	1178588.222	1921081.426
EPT0793	Negative	353.0881	-	-	unknown	unknown	unknown	242618076.9	186731868.7	252846110.1	255176275.6	182832483.6	172258208.7	270506.275	260001484.6	253546827.8	250046737.4	268386269.6	282268503.8	202598322.8	220532092.1	161957042.6	355707183.6	127437036.5	172760459.5	199988882.7	204346526.6	282834733	192680865.5	280591991.4	244215056.7	157275927.9	193510999.8	114811106.6	198260635.5	131885945.9	196551670.6	204183771.6	118007751.4	246259530.5	217436452.9	273213859.5	129486442.4	175574122.5	41080434.66	180913388.7	184251018.7	156077254.1	149451654.5	171979952.3	70463155.01	181591490.5	121045757.2	194818349.1	118740845.2	133722281.4	188778008	266424903.9	175396830.8	233388006.7	207123509.4	165731767.3	162750515.3	173648441.5	149646388.7	127705917.8	146771377.6	151142035.3	147781209.4	150112583.1	284441344.3	358691349.1	187640624.6	148863535	107068218.5
EPT0794	Negative	353.13945	-	-	unknown	unknown	unknown	209475.92	159952.255	195570.276	84336.44	130551.971	135856.095	601539.005	138603.668	171732.142	95915.824	118531.048	135036.771	155967.984	203820.848	204160.242	163082.381	196257.084	157365.797	207278.939	193847.244	170159.731	194382.49	148969.521	131400.475	170544.733	140725.356	133809.104	126990.332	172939.122	132744.587	181657.1	149040.89	92466.418	177019.579	195869.814	162754.792	184023.889	144928.628	201620.563	254518.089	206202.869	191485.193	163827.531	129820.282	121411.783	153719.879	176665.211	157130.892	204113.023	198333.923	150919.524	157650.145	105479.316	90201.366	167325.907	274631.27	84625.553	227985.47	167034.766	160985.632	153615.534	115736.722	168348.167	150513.228	181030.165	138151.667	192934.792	146754.111
