ID	Ion_mode	Q1	Q3	RT	Compound_name	Class_I	Class_II	Disease1	Disease2	Disease3	Disease4	Disease5	Disease6	Disease7	Disease8	Disease9	Disease10	Disease11	Disease12	Disease13	Disease14	Disease15	Disease16	Disease17	Disease18	Disease19	Disease20	Disease21	Disease22	Disease23	Disease24	Disease25	Disease26	Disease27	Disease28	Disease29	Disease30	Disease31	Disease32	Disease33	Disease34	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32	Control33	Control34
EPT0001	Negative	103.0037	-	-	Malonic acid	Organic acids	Organic acids	47203.18	113984.834	81372.644	151435.393	157794.438	101652.659	138262.903	104940.754	82540.57	165893.661	125110.127	148826.349	128597.234	134393.643	127924.689	50442.373	163892.013	109741.699	166940.776	115238.868	165556.729	174839.314	110627.11	87104.625	94349.084	221222.388	135894.741	121469.914	142306.717	103979.213	165166.168	98850.611	74979.662	134161.04	165031.788	66738.779	100428.119	154596.192	174606.104	185595.992	105263.638	261598.468	196742.305	104393.15	121510.261	171000.008	120810.869	181604.219	212208.766	103064.533	115499.457	184358.444	197173.713	149985.977	56986.715	123431.456	162484.694	164032.28	194397.19	134377.449	214545.209	108391.424	83929.726	108453.06	64278.344	223442.082	134895.662	138391.421
EPT0002	Negative	103.04007	-	-	3-Hydroxybutyric acid	Organic acids	Organic acids	1056522.307	1256570.236	1396834.337	1066887.726	1369137.678	1230144.428	775250.563	1028123.99	1260531.855	1081684.109	1677445.154	844123.429	1283383.23	714371.253	964751.426	472556.327	655523.26	706382.269	658074.432	604859.951	695581.593	1047363.187	688804.83	550333.659	695983.01	1159509.185	710346.314	1394077.128	550569.021	1116356.583	717441.39	1004234.959	605238.892	1254908.473	1672255.396	398049.425	891236.322	279073.463	446080.325	745921.585	569846.609	960296.952	732588.528	400791.893	970747.866	746448.59	766033.912	576557.753	929457.96	647754.838	708127.172	706457.457	541754.466	1263978.697	481336.376	679045.437	925161.564	848028.726	852096.594	857984.532	417728.803	599801.272	778581.655	1185854.078	618069.646	371418.346	1156136.062	771621.189
EPT0003	Negative	115.00368	-	-	Fumaric acid	Organic acids	Organic acids	3137070.284	3974462.066	3495973.291	1152248.044	1855380.014	1764809.51	2225508.773	1571803.251	3309939.478	2496839.706	2598520.71	1967633.352	1895688.868	1650182.94	2322671.837	2520338.496	1553642.218	3030099.759	3833385.159	2406670.546	3175527.913	4294312.853	3966516.257	3573736.479	2529926.724	5602806.075	1781574.059	4292244.488	3290064.549	3453740.658	1932574.289	2323291.023	3028722.577	4407316.611	3735490.281	2868446.475	1967913.18	2287634.9	5832693.025	1087316.393	4040062.338	4360071.906	3150721.697	2956460.626	4390344.128	3759410.536	4977932.248	1764279.757	3909182.74	5753625.64	3604155.879	4647215.202	2834016.223	4615904.575	1322114.55	3190897.812	2615669.556	3687685.231	4529958.665	2864261.779	1167076.385	3188327.959	3296334.875	2966838.018	2753849.523	3936277.698	2426520.865	3841404.096
EPT0004	Negative	117.01933	-	-	Succinic acid	Organic acids	Organic acids	106782650.7	113461893.4	117656999	91981881.66	100180838.8	107601514.5	101273588.2	100380522.6	118473278.3	105291972.5	93650875.01	75222173.01	100567985.2	81700565.83	88804418.23	76323279.01	88196456.54	92689663.09	116295789.1	111448723.6	114501411.1	110137910.2	130855040.7	86578771.71	117864442.5	125088633.4	89774413.24	104037005.8	108796332	155636833.3	121667167.3	95621796.79	75453158.71	89528613.36	102796773.8	93884862.68	76644282.31	110199662.2	128582522.7	76371754.47	102351169.1	132821055.5	121315035	136225971.9	141352674.2	112827194.6	91348591.79	90055095.11	118708330.5	110221414.3	84176864.54	116297459.4	81090862.4	128860714	65598823	117051814.7	120152335.1	106313530.6	140541858.2	103957546.2	97520183.37	115143069.5	104988763.2	127731014.2	69642074.46	120999920.4	92525441.32	118719715.3
EPT0005	Negative	117.01933	-	-	Methylmalonic acid	Organic acids	Organic acids	108224900.8	118460704.1	119203025.6	93360866.05	102906002.7	105929220.5	100461925.6	102753686.1	117796719.2	104925683.6	91646402.1	71146973.43	104685638.4	79325018.87	88339062.63	76879446.93	89921851.33	92498983.29	117149964.1	112949617.7	116575674	113691299.4	124892853.1	86897193.66	123484263.5	124607857.5	89878186.78	101698213.8	112766896.9	153978127.1	125853164.4	99837016.77	73098420.9	89200294.93	101269232.8	94180850.25	77757481.47	111024121.2	128484720	77752357.03	102397472.1	130659946.4	122838670.8	131265896.6	139403626.6	114865487.8	88846314.71	93403653.03	121207797.6	114119715.5	84308793.72	119302189.5	84647541.63	128370913.9	62098641.81	111981145.5	120424089	111108481.8	141049608.5	101250864.3	97617462.39	115588811.1	102415375	122896141.6	69947454.1	121953990.5	96125580.88	119060420.5
EPT0006	Negative	117.05572	-	-	β-Hydroxyisovaleric acid	Organic acids	Organic acids	404592.065	488924.98	521465.259	554258.26	548477.756	508097.424	800221.219	684349.083	558002.617	606849.137	503509.864	619521.047	487864.237	518140.836	522731.571	707489.887	484940.405	598923.94	619719.148	593017.258	634718.163	685816.391	599169.04	412642.872	560492.772	743463.614	706400.641	554663.216	384296.103	554675.308	493768.377	578455.809	585474.549	553969.317	840086.164	584424.039	470409.777	248500.78	491164.561	433676.766	636224.938	741602.898	567219.695	424983.415	581420.408	578700.88	510423.718	441787.078	579879.46	585912.492	409946.374	461229.229	485204.009	650942.161	383886.927	458902.795	533686.52	532695.842	548492.138	514015.319	325287.184	567530.225	711601.529	615952.369	493679.949	338989.774	582287.665	458920.756
EPT0007	Negative	120.02	-	-	L-Cysteine	Amino acids and derivatives	Amino acids and derivatives	752654.643	585311.047	834371.252	552387.021	709382.789	776720.512	475192.179	494656.359	420301.932	499800.651	470744.333	718822.262	524062.569	523807.648	571712.007	319235.6	293812.234	465156.917	1078272.7	533171.495	673435.128	315701.38	479447.201	311826.221	600312.116	1700259.463	252756.78	338263.103	660228.714	417864.983	454132.438	737800.735	790140.279	403898.096	389224.69	664584.804	760268.403	590752.862	1236960.075	1134845.948	610958.281	313966.072	385822.271	282265.874	338851.547	330647.393	341327.552	426723.245	740600.857	1114103.334	440816.912	401912.148	804575.564	579437.972	721408.69	890426.583	589199.752	1482675.639	413137.161	551395.08	278364.741	267651.198	449839.557	441333.854	750177.053	346874.261	935282.616	303479.911
EPT0008	Negative	121.0295	-	-	4-Hydroxybenzaldehyde	Phenolic acids	Phenolic acids	16384457.59	21681908.26	14822799.15	11172847.39	33795953.35	17794349.02	32266437.88	19953548.26	11184042.47	15942717.14	17052091.07	17542477.57	12390653.33	18806290.51	12908574.06	19306178.16	13870270.94	12179520	15391381.02	15507213.2	17729306.18	12796049.23	9118143.898	28546933.77	12439147.6	15385387.6	14405154.79	10956099.87	22210488.96	16033952.6	13950660.44	21824800.84	18702270.29	16347104.31	19603887.03	21798744.22	25681478.91	25380972.86	11413605.54	10389861.8	10352840.61	19059952.62	15989288.56	12386930.39	13359607.86	13604434.29	12925305.78	17603220.55	9115695.646	9810792.165	13848773.29	11797958	21630099.04	33304537.77	18221849.32	21217741.46	22631296.67	17687056.01	12945898.1	12111192.31	11480747.05	15683067.19	26220705.62	13912634.72	19361732.41	13673591.74	13591158.05	14663130.75
EPT0009	Negative	125.0007	-	-	2-Hydroxyethylphosphonic acid	Organic acids	Organic acids	103697.768	357206.556	166543.045	107413.719	288424.517	186671.336	206752.864	145980.005	148296.314	115198.129	167591.319	73636.751	88736.137	136699.401	117108.708	221277.207	89234.79	97651.057	195360.494	157276.769	110609.261	131045.862	277599.933	134753.627	92216.306	149316.133	192000.23	172257.91	104471.904	167561.738	88877.041	315709.342	109783.923	75500.065	181947.741	129289.297	167688.223	36012.358	129541.246	90811.321	138685.342	190765.633	123017.653	90088.974	113479.663	111995.287	178422.054	287163.629	153676.994	116493.28	138254.433	109653.014	81562.009	154719.242	325578.174	137481.643	282271.765	121846.858	140794.236	139245.744	103512.143	98727.351	360523.907	76952.027	248795.817	170653.754	143084.357	107392.241
EPT0010	Negative	129.01933	-	-	Citraconic acid	Organic acids	Organic acids	994588.756	1096227.027	1024996.413	482197.172	1573482.202	775843.534	20065.501	610370.571	392144.438	1037042.365	694394.855	996114.508	376613.512	490861.9	297249.72	1842168.987	532565.796	794111.103	661227.695	433175.183	684640.904	870866.505	48934.323	1733522.886	425299.566	848574.422	233020.205	744657.366	693339.635	674296.727	210458.85	866049.703	797194.288	1265214.218	1144852.439	798257.159	922927.279	963689.537	492015.654	214334.415	854042.17	1297874.617	1087387.338	810260.381	220533.079	603373.016	2227127.6	1131655.166	62787.112	698649.945	1148013.538	712758.343	2324693.46	4373805.459	610336.516	1446285.018	1248686.524	894168.542	441422.221	524746.376	88922.957	858906.587	1264208.285	659802.845	1107460.543	926034.172	448752.653	1030027.138
EPT0011	Negative	131.035	-	-	Monomethyl succinate	Organic acids	Organic acids	308387.933	263729.483	379255.585	272063.418	356365.492	302866.539	276950.844	460229.598	533241.778	531079.384	394030.133	255488.645	348275.969	285987.381	442932.227	364271.457	260382.482	225448.721	536132.326	255284.322	315124.343	293146.503	272097.561	279100.398	248856.423	229439.022	368906.5	257595.758	270769.462	377934.723	350944.725	314500.338	231227.825	259698.212	371058.307	206453.641	227906.507	136455.902	345972.692	248896.854	298409.184	331199.457	402198.931	293378.637	483030.172	464856.73	290365.271	297354.024	281739.257	350567.428	308184.068	273699.254	401223.05	336340.729	157774.626	296753.504	349548.811	312742.248	242258.611	316822.243	278080.223	265838.527	326343.78	420678.954	207203.347	252365.338	275467.071	370301.105
EPT0012	Negative	131.035	-	-	Glutaric acid	Organic acids	Organic acids	3470998.278	4842586.804	4653146.147	4386201.404	4135266.67	3304253.792	5651601.342	5637067.307	3685038.509	5384652.114	2865927.791	5754425.593	3249444.642	2364984.625	6001220.109	6895179.207	2125043.239	4951934.121	8149951.628	1808593.58	5213110.373	3594282.409	1922708.901	1738920.271	2464230.824	5110447.628	1790961.811	2110925.616	3341885.379	5530107.242	4067906.854	2565115.143	2980400.313	4254961.99	6960121.405	2976399.169	2790573.87	1948229.593	5111421.157	2505514.761	2876274.215	2105845.617	3079856.836	3011011.301	5842621.668	4378691.071	2762666.685	1691707.196	3099116.265	2251595.159	2884192.849	5964120.094	4982010.64	3233801.956	3726317.244	2244896.534	2381669.902	4757766.819	2157842.077	1855583.32	2670546.576	4329277.617	2123722.287	6331967.538	2295856.834	3064627.481	2518251.792	5358542.176
EPT0013	Negative	131.035	-	-	Ethylmalonic acid	Organic acids	Organic acids	138031.025	191678.041	215461.55	165260.235	168358.736	150768.671	278708.068	250396.553	138143.786	220041.549	104456.904	248461.505	135146.871	93403.545	234287.838	280369.128	79277.67	225841.936	307136.694	57469.054	219025.631	137259.827	80732.308	77749.349	113653.814	214956.559	63165.832	85810.85	138731.422	216833.182	188288.218	101585.202	138277.128	171896.359	276212.982	125864.864	110115.07	85835.787	233376.454	99015.875	124314.942	96677.125	133747.076	101573.885	230010.82	183347.712	147305.061	81807.238	126897.971	101636.922	111201.623	227353.945	183694.283	135493.986	153069.977	98673.929	74066.083	217525.478	96930.97	90972.14	122185.902	179636.322	112941.71	250076.798	77898.015	123843.227	102160.529	225552.775
EPT0014	Negative	131.035	-	-	Dimethylmalonic acid	Organic acids	Organic acids	296665.529	218468.908	347134.663	276554.936	331171.48	337129.773	265118.153	468905.716	535570.901	507514.794	397499.705	276613.156	332342.386	292246.036	450315.235	389451.232	288555.239	265977.802	507065.2	263570.396	316879.171	274982.713	267349.29	252185.103	279058.691	249153.932	329248.328	279649.034	298362.984	326239.635	362207.25	315927	264216.659	257440.364	408616.067	208026.685	223684.293	160956.891	362797.835	264948.897	310945.462	355274.305	395398.773	298250.132	472120.999	456417.394	333878.343	269839.06	283383.901	357720.99	305121.567	258316.468	403776.667	380280.439	165251.603	293182.391	357644.706	312602.733	302299.013	305695.005	303724.661	254825.057	331975.917	430261.488	211446.735	241773.04	275595.11	396636.966
EPT0015	Negative	131.035	-	-	2-Methylsuccinic acid	Organic acids	Organic acids	2731152.774	2322244.711	3338396.354	2658377.046	3075713.07	2836811.694	2538428.412	3973117.847	4720048.96	4769171.676	3290581.859	2487093.865	3191713.862	2488687.224	3811797.404	3362059.668	2439616.905	2198167.906	4432205.421	2326591.785	2985710.15	2775725.951	2276701.787	2509933.083	2330346.501	2239134.335	3292957.702	2338292.956	2542525.293	3001279.326	3243775.556	2852717.071	2282484.949	2159564.329	3439247.679	2015452.471	2102017.01	1434318.12	3157715.316	2288727.348	2495990.587	2833270.007	3760713.862	2629146.679	4176756.092	4610618.539	2870029.183	2586727.74	2591809.302	3091972.907	2988798.267	2564811.077	3662965.848	3272323.238	1362293.791	2868153.577	3128998.898	2520651.03	2470555.527	2835928.543	2747362.62	2262095.354	3091887.831	4263778.111	2203149.526	2213024.443	2518053.082	3424004.224
EPT0016	Negative	131.035	-	-	2-Hydroxy-2-methyl-3-oxobutanoic acid	Organic acids	Organic acids	309808.273	281686.595	372689.656	250046.554	339772.447	319783.947	282076.831	452640.27	494862.003	532786.485	425148.118	286414.642	388302.077	284870.955	406068.882	368642.716	273633.378	272015.275	526977.053	239381.375	381549.039	309025.236	251823.801	243405.04	280718.733	238441.004	324939.321	288025.624	294158.435	348597.135	356400.795	341848.118	239414.975	259641.734	396752.33	250454.854	216104.122	155793.323	372681.086	275004.641	300264.153	332824.359	428388.97	291817.687	466173.334	510948.82	300029.846	298372.332	245264.364	364162.995	288908.247	259161.911	421733.289	381372.082	154057.554	307750.363	363656.986	312912.908	270825.638	330427.749	327598.72	254509.692	355706.437	432669.206	218206.568	265417.313	292074.769	425164.901
EPT0017	Negative	131.0462	-	-	3-Ureidopropionic Acid	Organic acids	Organic acids	626699.279	363187.233	675373.185	851912.433	811238.165	1029911.909	828032.206	921522.743	427294.06	1052988.036	680114.236	366953.354	447327.431	414402.37	494474.177	428934.308	1016449.593	493788.073	1359802.377	2041823.71	1375304.03	1124300.128	836027.09	1122271.902	803724.226	414601.331	709135.271	695351.576	726502.766	1538813.36	739904.84	701614.8	810957.069	438685.669	847795.071	579964.544	574346.761	91479.545	1146133.035	1070266.752	1612148.502	684444.649	1114683.533	1131733.903	631503.006	1497427.324	664175.56	1060871.383	331463.023	593042.548	856063.189	1056091.519	1082077.746	1552504.681	818472.236	788353.533	1065275.098	765146.831	689552.111	557732.635	1773982.177	1090840.337	557951.099	1097184.269	529186.636	742144.154	892963.184	715148.285
EPT0018	Negative	131.07137	-	-	6-Hydroxyhexanoic acid	Organic acids	Organic acids	286837.978	504521.948	431843.097	448778.813	420206.911	308470.285	457101.088	409200.677	249065.338	277865.845	327317.247	387843.363	337539.313	235592.827	255909.274	211107.914	224189.608	260063.564	276082.572	215571.366	437804.167	273838.241	307076.77	171806.532	300484.889	404742.903	348306.085	433793.271	443693.927	365710.975	346020.038	403541.578	199373.587	222885.762	476131.532	148007.474	302544.448	288299.224	197261.226	298952.13	361902.882	389145.397	378441.731	396134.093	252571.171	295978.724	277532.441	239024.46	372719.62	207729.822	269326.86	396444.911	242999.414	376558.494	363065.064	351518.716	394104.736	513004.364	360441.153	380536.955	409638.631	410323.944	318296.475	477581.785	348237.534	386427.529	504920.558	411202.014
EPT0019	Negative	131.07137	-	-	2-Hydroxyisocaproic acid	Organic acids	Organic acids	257944.486	1161485.541	355838.317	267534.724	575416.107	367110.448	1489670.88	604975.59	221946.272	209684.339	176858.458	748444.454	343140.572	228850.765	290281.134	308128.092	342144.493	366416.435	380171.115	254127.286	765286.266	830368.874	1015564.478	424539.98	870526.723	826696.878	286416.26	919758.441	690244.748	682698.892	525069.542	822132.814	217449.969	264612.489	566269.402	202089.435	303239.394	870358.094	377157.562	297539.457	389609.488	1214033.754	910521.476	956335.932	219709.63	550154.724	835829.437	1156912.014	672825.184	849853.31	515266.526	749368.006	334042.403	1091179.139	1428113.005	1103303.428	996257.988	1249137.13	929096.54	961296.825	599571.743	1141656.798	357721.769	1000964.241	240854.017	975560.817	1342431.861	1148306.34
EPT0020	Negative	131.0714	-	-	2-Hydroxy-4-methylpentanoic acid	Organic acids	Organic acids	6944	3539499.741	4256.709	5421.524	8805.886	20124.095	3941021.278	1432594.512	8513.307	6219.11	31722.594	2199695.966	1551.109	6186.786	9277.499	40377.779	14552.349	743514.985	2658522.221	4643	4187769.398	4979187.46	3821024.024	1192861.904	4786735.696	6580784.951	15576.782	6881694.166	4488546.618	3180781.961	2138623.15	3192721.919	30707.444	23605.102	48803.095	41865.969	237041.155	2636866.583	2022517.823	19907.284	2115270.318	4377273.985	3063106.829	3114670.524	32507.964	3635651.355	3095325.057	4654635.462	3643122.394	3544118.906	2370597.101	4884025.65	80327.067	1038861.662	5233529.864	2799994.669	3370568.992	5080979.713	4931792.567	4533231.765	3462664.008	4702183.98	34543.727	3413761.333	13145.595	4204989.845	5682828.936	3912412.976
EPT0021	Negative	132.03023	-	-	L-Aspartic Acid	Amino acids and derivatives	Amino acids and derivatives	4568520.976	4574389.013	3479155.486	4831260.398	6499599.445	5268024.993	3847612.378	6161505.78	3604647.754	4873149.525	4484685.977	3039788.892	4493022.193	4001593.813	3866097.855	6827236.436	5717968.531	4578156.832	5757604.95	6031701.129	6155279.854	5025563.236	5046243.836	7072927.691	4172788.121	4950916.928	7064216.005	4676600.745	6595840.155	7234522.409	6870170.078	5737908.364	4610924.204	3466036.438	5054690.872	4606080.657	4873142.89	2440401.554	4452723.577	4978041.376	5333991.439	6268733.413	6820511.182	3325164.551	6364047.464	6222598.433	5122560.015	6722863.036	3761926.316	2992833.59	5848500.74	5140635.623	4899899.093	7514237.376	5106631.307	4889802.375	7675132.562	5583860.719	6560264.017	5984344.618	4052990.11	6767050.462	7207322.579	4398086.086	4972385.723	3671211.563	4324660.635	5257886.234
EPT0022	Negative	132.0303	-	-	Iminodiacetic acid	Organic acids	Organic acids	590828.927	564280.544	454114.28	595130.617	779445.304	685900.324	469899.898	810659.859	438183.97	625034.796	553243.206	442094.445	549696.214	524840.443	505150.712	821678.235	725778.555	589951.155	739420.693	749295.44	801848.618	627119.567	629688.255	862076.552	521908.069	648908.634	889677.613	627471.751	835717.258	918673.579	924541.601	749778.204	624717.093	457574.094	667757.068	589027.611	559938.963	324709.748	517193.264	606620.106	676046.582	787671.903	798506.765	415781.221	767527.458	789881.734	689715.356	775995.994	455859.924	398525.36	701561.889	665776.003	598373.882	940937.323	625280.576	617532.069	1067041.706	732420.01	828919.354	734449.228	540673.898	891935.734	920861.358	576432.396	623181.574	454998.411	546043.685	732856.251
EPT0023	Negative	133.0142	-	-	D-Malic acid	Organic acids	Organic acids	25557508.17	30947918.88	18810084.39	16799177.07	13593695.95	22059587.7	32494888.91	16738553.54	22597822.77	20079926.09	32177770.37	18108206.11	18945761.36	26855806.11	21089226.39	19077108.39	14741151.47	23258357.92	35173289.57	26277061.12	26984331.56	34455884.14	35600805.74	30236786	35258193.58	46507778.03	25166973.67	40685977.17	35845129.01	26451894.51	25503291.99	21385990.69	28588661.71	25017053.57	27114658.75	24870273.67	20258173.31	27958147.88	34403387.47	17432929.14	35675157.86	40145538.65	24597894.96	25920173.65	32899301.8	36726311.51	30113266.36	21569976.5	24602291.76	30887401.92	23909372.92	45740827.3	21177729.63	29300373.54	15582404.32	31358414.23	21672364.16	34125076.28	52675478.97	40737889.62	26384606.64	27494534.02	30575168.94	18485830.65	24503880.59	33084155.78	21130907.64	35826035.69
EPT0024	Negative	133.0142	-	-	3-Dehydro-L-Threonic Acid	Organic acids	Organic acids	24649448.61	30048979.78	23105379.83	19220063.36	16508057.88	27614680.95	33900055.9	15578789.57	27385344.82	20723190.63	32224744.78	17914419.27	21367387.58	20616202.67	20824368.79	17855127.56	15691447.95	22178206.72	32950395.56	28799824.94	27897408.89	30106320.12	31107029.78	30177775.22	27957700.17	44289632.58	24107215.74	41947746.61	33465733.22	27486350.04	23869567.91	20879792.73	29757145	24059748.08	26104306.69	25595083.42	19528021.14	24080011.2	31648660.4	16909087.57	34637660.64	34769070.48	25294795.23	26393298.54	31027978.47	37330844.04	30882021.95	22633684.13	26586342.36	27410363.16	25859032.6	38942175.88	20290654.47	27709998.43	14407658.66	27658551.51	26139011.28	37142534.93	45789807.14	34652679.17	29213311.17	28202191.26	28393781	22143012.05	23938310.99	30895452.01	20387643.61	33497367.64
EPT0025	Negative	135.0459	-	-	4-Hydroxyacetophenone	Amino acids and derivatives	Amino acids and derivatives	798409.137	548151.787	1039149.146	777327.18	1686231.825	1230574.281	590126.152	1397551.394	749330.681	994979.591	963435.568	949759.591	844374.273	988473.003	808760.636	844470.265	811172.846	736926.553	389946.939	450356.93	813260.525	563520.548	373203.476	1238588.41	474411.151	922238.53	492651.798	364375.882	587501.035	512052.163	409256.156	552287.219	808404.683	921677.976	1910637.514	765278.857	1229884.338	1753824.694	512987.902	431437.499	471552.52	978472.966	726484.321	1324714.661	336507.876	650572.958	567784.322	453337.4	680878.245	813975.08	585756.598	409914.155	1586332.821	1496390	400680.082	905813.779	857504.095	819053.434	484862.345	555793.482	558608.785	663825.58	1452571.004	1037360.523	883217.191	685801.962	343609.653	724901.224
EPT0026	Negative	137.0244	-	-	3-Hydroxybenzoic Acid	Phenolic acids	Phenolic acids	1428398.906	1096311.037	1254554.784	1216114.137	7336590.675	1035902.065	8439021.136	1166377.906	804557.167	1242053.866	1164320.135	1200341.309	492408.288	2083909.839	4512818.71	1653171.144	3396602.664	8651606.902	1064638.505	2463393.914	1275570.414	2055045.13	1592128.208	2142660.051	3706878.486	1749197.428	640268.639	772569.698	690716.622	428954.435	617787.745	761705.295	2505240.231	798612.45	2940293.551	4676552.418	2866027.829	6726145.267	1930948.361	2934189.365	1002941.806	1877424.009	925265.235	832856.673	1028202.2	974408.25	1263380.969	991003.864	928213.053	1187087.525	688546.599	721776.896	1990201.743	1517225.921	867131.56	1688442.745	2400864.083	923152.508	1027189.403	924610.932	1334082.999	1425550.103	3634469.776	1488382.834	2724734.114	1656787.126	2853163.662	957647.543
EPT0027	Negative	137.02442	-	-	4-Hydroxybenzoic acid	Phenolic acids	Phenolic acids	2998984.725	4298963.574	4089357.356	3690420.749	6746610.647	4439272.947	31221820.25	5002027.633	2833365.213	4184164.511	4330055.138	4391745.751	3232932.407	3691166.434	3644661.891	4950944.964	4912930.776	4393209.36	3423749.838	3734810.304	4115440.684	4608817.097	3143442.953	5267257.779	4171019.436	4121685.527	2966584.923	2868701.925	4280392.462	3827077.482	3149495.216	4413283.491	3806796.847	3567464.111	6075367.005	4917826.747	4798787.645	6063173.985	3361849.037	3618393.331	4053352.687	4731434.274	4383179.15	4070945.125	4149018.8	4436252.479	3805299.588	5123670.999	4274659.652	3715129.873	3757933.171	4419862.695	5820772.156	8221131.59	4194273.836	6269583.921	4980519.111	4596039.68	4010181.859	3537382.136	3911604.854	4076784.177	6197422.855	3893341.571	4152873.7	4881338.632	5163252.171	5848691.41
EPT0028	Negative	137.0608	-	-	Tyrosol	Phenolic acids	Phenolic acids	329155.359	487230.22	506275.405	304327.994	867894.441	326010.235	223573.951	508234.626	338130.327	476208.962	402754.2	567749.848	225455.675	410933.039	310740.365	756983.496	455277.388	390499.525	377947.636	290655.082	461312.302	453092.889	414924.839	585737.759	401448.135	343617.703	274855.453	305947.601	546554.996	503226.047	302906.369	386054.666	344748.981	439877.203	604561.429	430331.642	470707.396	505634.501	367317.067	376555.889	310172.031	462741.658	440325.074	386235.192	437694.69	461199.195	549741.618	445561.829	295088.46	275588.626	456566.148	377108.866	672735.91	1006959.613	345888.443	709147.337	465702.655	366689.303	267709.037	304349.098	267306.75	334922.012	751562.907	496392.808	539239.525	367338.993	317765.475	399543.114
EPT0029	Negative	141.01933	-	-	Cannabisin D	Others	Others	11539369.99	8736720.981	15337162.94	10012008.99	12930973.77	16347826.46	13616483.52	10146550.06	9287133.62	6216134.088	9977179.718	8840712.693	11196624.93	11260982.12	8165685.809	5478732.364	11259276.44	11113286.5	19734949.58	14072259.51	13294312.15	6882930.097	9565877.178	9101216.434	17770381.39	40428431.48	5527932.567	9093642.244	14372178.15	12114344.2	8669936.559	9154072.07	12491070.69	7134528.021	10613167.09	10543143.73	10649568.37	8803022.079	31160595.5	10027072.11	16040638.03	6791888.404	9141781.567	5511027.905	12346537.68	12789220.26	9055367.443	8070024.042	12680544.07	28318864.03	7510830.028	10043712.79	12683811.28	11309878.55	11907258.14	24276024.82	10154972.03	21904561.55	7045508.823	8623275.781	13897344.25	6438082.994	10105218.28	8861454.599	15494155.39	12204598.21	16814348.64	6977527.281
EPT0030	Negative	145.0142	-	-	α-Ketoglutaric acid	Organic acids	Organic acids	1550891.503	2386121.696	1398397.179	1679284.935	1354666.535	1610214.055	1316835.7	1264953.357	1815496.627	1590065.184	1717182.329	1716611.795	1602540.612	2069982.277	1346966.564	1533679.034	1073761.02	1997046.929	1953728.255	1573598.595	1475201.617	2178015.208	2179510.368	2026186.814	2577715.655	2248560.906	1571941.12	2158713.727	1871886.44	1996793.51	1394251.724	1960813.034	1526157.689	2491559.388	3201401.735	1626303.249	1700600.814	2377874.877	1906954.401	910305.174	1952711.649	2524046.384	1706298.876	2704153.972	1662789.745	2037744.427	1338232.829	1298066.717	2515907.671	2350691.393	1435600.552	2025943.154	1180503.281	1588250.992	1613385.629	1647800.386	1683806.228	1901760.916	2920814.451	2336589.965	2658178.687	1605926.778	1930197.158	2634876.094	1437227.357	2694503.195	1690115.842	2358446.009
EPT0031	Negative	145.0506	-	-	3-Hydroxy-3-Methyl-2-Oxopentanoic Acid	Organic acids	Organic acids	19350.7	16097.696	11301.399	16537.294	12337.444	17979.082	21941.436	15332.949	16680.225	16546.41	15852.152	18100.443	22733.302	10602.939	7419.523	22918.026	8966.448	15461.039	9049.131	10874.682	14723.954	12925.057	18104.897	21037.614	6873.447	18656.63	6200.049	10883.29	13100.886	16581.05	11371.185	21834.31	11285.916	12548.734	19392.963	14564.261	7057.767	7352.831	10976.154	13261.456	5619.951	16262.213	13816.756	11313.606	17577.658	18205.229	7451.816	11386.756	11326.167	16696	16312.111	21403.665	6202.896	15757.15	12752.011	13794.073	15271.213	18118.41	15019.529	19544.055	2823.236	11949.075	13724.632	29935.569	15276.388	10717.276	26053.438	17898.217
EPT0032	Negative	145.0506	-	-	2-Acetyl-2-Hydroxybutanoic Acid	Organic acids	Organic acids	145283.252	142963.972	169242.487	182133.822	169980.202	149021.414	614913.378	141303.836	180530.191	155014.636	120286.535	168165.882	167987.824	104771.347	212614.545	211179.058	96694.485	199684.028	256435.336	127759.305	174798.043	127608.321	119870.174	95557.736	92931.706	233408.282	86738.154	101470.701	121103.565	173290.119	128301.826	104916.139	92522.806	133193.458	171215.598	123094.372	112817.877	105911.865	144489.594	119945.416	103503.855	146921.329	149115.429	70548.318	247172.173	179657.137	101738.113	79778.955	111221.388	109063.967	124520.685	201681.898	142811.836	141026.413	97451.465	123845.066	121448.803	183710.824	205651.009	115267.113	66360.702	141990.018	140316.819	174083.181	75284.987	114832.388	108490.457	163288.497
