"Disease1"	"Disease2"	"Disease3"	"Disease4"	"Disease5"	"Disease6"	"Disease7"	"Disease8"	"Disease9"	"Disease10"	"Disease11"	"Disease12"	"Disease13"	"Disease14"	"Disease15"	"Disease16"	"Disease17"	"Disease18"	"Disease19"	"Disease20"	"Disease21"	"Disease22"	"Disease23"	"Disease24"	"Disease25"	"Disease26"	"Disease27"	"Disease28"	"Disease29"	"Disease30"	"Disease31"	"Disease32"	"Disease33"	"Disease34"	"Control1"	"Control2"	"Control3"	"Control4"	"Control5"	"Control6"	"Control7"	"Control8"	"Control9"	"Control10"	"Control11"	"Control12"	"Control13"	"Control14"	"Control15"	"Control16"	"Control17"	"Control18"	"Control19"	"Control20"	"Control21"	"Control22"	"Control23"	"Control24"	"Control25"	"Control26"	"Control27"	"Control28"	"Control29"	"Control30"	"Control31"	"Control32"	"Control33"	"Control34"
"Disease21"	0.550195443681759	0.668181751125738	0.867862970687969	0.457666191056708	0.589939163520273	0.709883254910735	0.635965500011219	0.609002810516065	0.679121917245047	0.514944552317103	0.581853517996062	0.60595106281335	0.559558540895877	0.487847574498624	0.759720564563614	0.405788590811472	0.397689638426242	0.578257244530609	0.598632403457382	0.425501163335922	0	0.578650551338675	0.434853306140366	0.540514542148262	0.926432922650151	0.784800344255442	0.502379984158378	0.71600643211644	0.446806767738209	0.552296938835143	0.625024938642401	0.53096387075462	0.497481201896809	0.453985591119426	0.965836162502202	0.584070844970238	0.833117202545673	0.4980325686519	0.890255636948008	0.61049967434826	0.76165500299926	0.836328000873452	0.748782122265478	0.776931944380936	0.536992877137224	0.934934459091907	0.81277306625988	0.795858687379862	0.830935771732038	0.643967154878019	0.471317606215568	0.512313774590569	0.939443141547151	0.768759457849332	0.578875887839076	0.603432629561354	0.824567279827811	0.859935549902221	0.734630837524315	0.587127081694251	0.700200278182477	0.48002535876379	0.638744207330945	0.893216259816325	0.653120002849424	0.813344372116146	0.563362064160729	0.615667791633854
"Disease22"	0.504506391459486	0.629603720974077	0.836867724269061	0.538672536180148	0.530982236461152	0.351659795959643	0.726205080471803	0.682864154572585	0.387490959884873	0.616445167477286	0.28136820520666	0.57611130500568	0.678161774138212	0.416160153605359	0.41367222341211	0.539412816231247	0.52034367648202	0.63808431480825	0.601690011479295	0.536214869723468	0.578650551338675	0	0.569031021415943	0.515098499261822	0.606370671446084	0.448491506746838	0.626566905202126	0.362456073247908	0.401013433538603	0.641512682455122	0.667569283791617	0.576480165833773	0.591045590438252	0.60216246855079	0.616296894879265	0.65844604122939	0.467357603162858	0.308478454578468	0.797478720252722	0.316584212397766	0.634720273395457	0.778959656788031	0.405410500054002	0.447320818050449	0.408489041336381	0.573376235844225	0.443434347536399	0.417621793495756	0.440270961298288	0.581482514678427	0.574344970529985	0.622458508282657	0.928081967947261	0.477965299828764	0.296668976304606	0.359095943781135	0.470344919005348	0.495680132370555	0.371155778856983	0.504657657114365	0.683475352707157	0.497070298008649	0.658301360797626	0.542335815475976	0.676830561229498	0.468952135174041	0.498206902913988	0.587301247395878
"Disease23"	0.495516767846471	0.668711347689927	0.786048190715645	0.56714947931122	0.572346465421508	0.75609602764011	0.683040993115258	0.581286661747652	0.625381201237986	0.4123277606866	0.47041784147709	0.586968125807156	0.409154856855129	0.537776128220653	0.694970183783889	0.460354808525574	0.340081243428118	0.55938754969155	0.509889494435932	0.395029956127436	0.434853306140366	0.569031021415943	0	0.591790332786163	0.859587834022238	0.686988813447942	0.407162661231429	0.619622153887156	0.516659575817725	0.502593295270793	0.463481759857693	0.361589698653416	0.441696387621163	0.437913993502997	0.976053296396186	0.566068477991935	0.802944072635789	0.51025667965221	0.825644910414259	0.540683348101964	0.889135282636578	0.807992349166677	0.663714719649682	0.741973675197292	0.49039694908613	0.91346945223487	0.789327586078071	0.769649134990182	0.846837301705948	0.629256659603126	0.385383309789779	0.461990881606202	0.898638389761539	0.743295977716556	0.636132242882881	0.531708027954322	0.782301108663175	0.813772547651207	0.692350221965739	0.409483936607202	0.739773968435123	0.422547793505195	0.648580090900167	0.851764075879188	0.591141625203068	0.83447292244983	0.55729170289575	0.637089058876946
"Disease24"	0.491623803736944	0.536250226830055	0.798986456242454	0.495190883046369	0.485150527044176	0.534220954928933	0.740834367614312	0.6078108591089	0.595026646942103	0.582603016410173	0.555139578623435	0.446006410257398	0.640219087269765	0.45809035127249	0.705911379209912	0.412598306050483	0.457345863826156	0.513272192674793	0.627278409354117	0.431635935819679	0.540514542148262	0.515098499261822	0.591790332786163	0	0.799495711889686	0.717812217322087	0.580001682908966	0.642018376036638	0.449909218208622	0.505803888627817	0.668169022591155	0.648754449022092	0.517794400128596	0.584098732457592	0.88546547867835	0.602953039830523	0.71751214467913	0.54885737036838	0.777085137533876	0.622284653293283	0.803151667393884	0.724567234251626	0.716454206683595	0.632123224162029	0.552696072461222	0.810552009126838	0.751823932071492	0.668646529592895	0.698370652972069	0.552702105365015	0.573958859221606	0.610203926303051	0.892288155055001	0.659799604392403	0.473204911399992	0.58035608656977	0.692068766009046	0.737302119971366	0.630296258727765	0.606059768646875	0.513562176525409	0.489587415682188	0.70521009660586	0.784290587099699	0.634367662754735	0.734617349224482	0.417160565513749	0.517689182652353
"Disease25"	0.86862670771863	0.966143846821062	0.572417903686888	0.74360635717479	0.758263935654862	0.608397019689771	0.908596035189469	0.825854723981208	0.495443202222227	0.916937037599215	0.609112537156091	0.855720817695994	0.639751501629927	0.744046492717418	0.605063695057783	0.894328511406501	0.900220438932428	0.96267020625715	0.878980210576334	0.871707391345852	0.926432922650151	0.606370671446084	0.859587834022238	0.799495711889686	0	0.408702331567215	0.798605717181365	0.513722960790517	0.735070502347083	0.823737334009545	0.870638536707836	0.96288360325341	0.950094307412169	0.917872369086595	0.620942616467078	0.892434922210055	0.538551212805025	0.595021178416827	0.416164500895916	0.608004818176668	0.683495621269504	0.885237988056249	0.604127604109034	0.380849367208574	0.720773761111708	0.538525360575537	0.605416029197409	0.597866154528837	0.589855379188369	0.900838002969888	0.909996410743774	0.931435107672202	0.562027389126671	0.58151812444131	0.613410460118483	0.609381149848893	0.247925732154355	0.572021640784708	0.558294219339095	0.940012679411847	0.930696633134854	0.786983097073845	0.883717959458378	0.558561892732016	0.854772447120148	0.627155063529572	0.707028110871219	0.927221545564972
"Disease26"	0.73714476786853	0.826344201503953	0.695988412652518	0.715043994372011	0.714620157783447	0.428512853017793	0.871539147824685	0.811704000876271	0.346696643474963	0.697144148845027	0.394269357375753	0.727254061180347	0.572066125468138	0.596196215256045	0.287294639307603	0.707308362700471	0.728764545745441	0.836645959162478	0.662626053586802	0.672861574568831	0.784800344255442	0.448491506746838	0.686988813447942	0.717812217322087	0.408702331567215	0	0.609320508786324	0.294812151101851	0.570698974996624	0.72194304351284	0.630114584541044	0.736669942232754	0.781956962257916	0.785529401703723	0.520678392679522	0.781330209518816	0.418041472197353	0.39588320389306	0.611994135985204	0.328082490541065	0.65541178634368	0.83972948736089	0.327319225447804	0.39593331641679	0.496016005067429	0.437308649161805	0.387156531240757	0.46880846774035	0.45628717373552	0.834708043285857	0.722375727499984	0.796393006567388	0.730558801932478	0.513086396824365	0.504603401105142	0.401497246789823	0.312201053264288	0.451921819600168	0.397217303613796	0.725933740692111	0.835457540317258	0.664035790738329	0.708012120446268	0.492135520840911	0.774529909132831	0.458810809681937	0.576964303749512	0.878770099105565
"Disease27"	0.542532387838915	0.734994972513219	0.794745138415415	0.573844858355778	0.614180513568226	0.754965565050352	0.657830032019802	0.581967794171039	0.516851990006766	0.403308068107934	0.521139076529394	0.637796221806866	0.391465514944879	0.590776217454172	0.660565312836106	0.539255182306393	0.443744455239668	0.592856207436549	0.508319154046956	0.391932987624298	0.502379984158378	0.626566905202126	0.407162661231429	0.580001682908966	0.798605717181365	0.609320508786324	0	0.619300788743468	0.532414291420434	0.481114050412493	0.380918200451997	0.462116215638946	0.496558147640365	0.553791598421511	0.931768423747261	0.599117848188323	0.792528307900888	0.542279622176003	0.72620244546876	0.522675113955244	0.836092887303723	0.864113387304721	0.607571139613077	0.60541446692054	0.460391539396128	0.846153395988091	0.793985549574186	0.796168565034027	0.818370710867204	0.708276740958058	0.449708634730147	0.453297169469326	0.825922891652263	0.766571568855809	0.656316184544774	0.482637088874203	0.727369523188357	0.825004254801854	0.699025435155369	0.44921728431368	0.763025956378653	0.446314399037945	0.597939658600254	0.876221066654439	0.461248588560897	0.821934162376268	0.570303126175763	0.708404087488446
"Disease28"	0.643616300569048	0.791886486756781	0.791444606056673	0.632667135535711	0.608802390192591	0.292284365276677	0.786698955007523	0.688438024574017	0.340731796343668	0.665143053125399	0.344486070982294	0.631282155103171	0.636233679447279	0.503173277983942	0.224738296507675	0.651134851689575	0.636559296158113	0.741509249494995	0.634111051459414	0.597212326074118	0.71600643211644	0.362456073247908	0.619622153887156	0.642018376036638	0.513722960790517	0.294812151101851	0.619300788743468	0	0.496824152599859	0.649855422117613	0.636855412713817	0.701776526861438	0.673056140690772	0.681687563940588	0.448096317399044	0.734367834723973	0.347344609713952	0.303531603741425	0.694916467640149	0.280317404800882	0.634014376421373	0.81216522472524	0.283850836102563	0.455357102607988	0.486307656033031	0.393096071255316	0.324711469636514	0.411378696949736	0.380300740644915	0.766302710156222	0.687672453075437	0.718555552206316	0.842496599019785	0.449079232209156	0.439892306906258	0.379657263808839	0.37346655059154	0.315602122976061	0.282533969901135	0.663288596947125	0.787072307259434	0.628462487912098	0.729108034629453	0.399703576961922	0.672296240630522	0.363034584137847	0.620662117368136	0.802672985229027
"Disease29"	0.44541181347896	0.595590748899858	0.841526238661185	0.499212174496854	0.411210139157719	0.486381282585721	0.644823474100108	0.523641241262286	0.428203041047868	0.465894860625563	0.391075420683023	0.465648040396984	0.560301999293072	0.274684670839905	0.553135131931003	0.384540593708819	0.422141505178146	0.471070526694071	0.556454728180096	0.404547134684074	0.446806767738209	0.401013433538603	0.516659575817725	0.449909218208622	0.735070502347083	0.570698974996624	0.532414291420434	0.496824152599859	0	0.542215074235804	0.567983366701325	0.530566387342467	0.439867429847174	0.533452287648767	0.77843711574523	0.549479650324604	0.639730925018992	0.42511394500927	0.786793007138083	0.466476392086472	0.694261637002824	0.731854770905688	0.554077110847094	0.565744295283521	0.391205405482733	0.727953357251403	0.610276157496683	0.535661538338721	0.586070617154627	0.547598619305026	0.493009516870265	0.542752092058664	0.931722332182681	0.513129811178578	0.38971713430099	0.427352741395074	0.603817936964129	0.644708768205372	0.489868888678135	0.503755617976911	0.611081507108291	0.450391022062627	0.69739958235417	0.667700271682943	0.584261518510499	0.631519162002113	0.454770050284572	0.562777746933326
"Disease30"	0.543392460325019	0.549335634005606	0.745991266084839	0.626444307805343	0.617051205212167	0.688866340699827	0.755834482251578	0.507040890146959	0.557393938285207	0.50346780230757	0.627807450564541	0.501576742413628	0.475312452014346	0.566310981509972	0.761919615033406	0.542490420861309	0.438553385284152	0.534402386648566	0.66774524742489	0.45087526030326	0.552296938835143	0.641512682455122	0.502593295270793	0.505803888627817	0.823737334009545	0.72194304351284	0.481114050412493	0.649855422117613	0.542215074235804	0	0.578861380933016	0.616972348668027	0.481760453073603	0.456413703398284	0.958745408618112	0.562027665422136	0.796525962917491	0.555503315341209	0.771644201857169	0.655502954555819	0.890059336211487	0.736293585501919	0.751725366116441	0.65628649520998	0.557297741069669	0.855806510058307	0.79890258189996	0.726166967052598	0.765538481367838	0.564004066776213	0.530309894136564	0.521821467145645	0.843570376037165	0.692547628800947	0.624897058151195	0.647746391158724	0.699286021752898	0.805325427284522	0.629767353726521	0.570487445642825	0.666994245543403	0.558685008040875	0.765441277194491	0.841851794687817	0.617594857696465	0.815373809507413	0.477561240588698	0.61784527701722
"Disease31"	0.532306825928296	0.77681192546191	0.799149578188478	0.676065709191523	0.636777709932944	0.773322141391711	0.657032687706225	0.524544086308836	0.589362969995608	0.352570871831306	0.54006787501109	0.642553091855043	0.415637041031426	0.603940017434636	0.660547193534477	0.565904349294737	0.516326070560393	0.531685350576163	0.424460829795271	0.437009590364167	0.625024938642401	0.667569283791617	0.463481759857693	0.668169022591155	0.870638536707836	0.630114584541044	0.380918200451997	0.636855412713817	0.567983366701325	0.578861380933016	0	0.381834269607096	0.444480058327971	0.626762218519378	0.95720899644301	0.627597749371835	0.829783965561688	0.609620781006187	0.815945930536953	0.561843640686738	0.892902363673409	0.859418593036313	0.544692852140894	0.775562663054244	0.475243738184015	0.87368675907113	0.788725437402817	0.849372055576757	0.858280736777273	0.763140401189097	0.509390188896413	0.397698955618727	0.877781538145952	0.763426222116242	0.708758481614496	0.510781112182595	0.771824599059976	0.844186136081854	0.720031597384293	0.430746268614592	0.780202773640014	0.509888310992797	0.65678202970061	0.859996557422575	0.399713461986269	0.82680705222228	0.606298026336522	0.786045514796724
"Disease32"	0.507278206639429	0.656532206931222	0.888523265363789	0.648406520901169	0.570273652658202	0.763013953441156	0.696533885503926	0.647296925286575	0.684016308224192	0.412761907904857	0.508305640858123	0.583564414264132	0.517078094890432	0.518211554500013	0.677930926923248	0.466363584049898	0.415201959741445	0.550461672187601	0.344366900028332	0.405316289066102	0.53096387075462	0.576480165833773	0.361589698653416	0.648754449022092	0.96288360325341	0.736669942232754	0.462116215638946	0.701776526861438	0.530566387342467	0.616972348668027	0.381834269607096	0	0.444435273879887	0.569624967971749	0.995621571892911	0.578121046544069	0.869999869614049	0.601054458716477	0.906795983716418	0.549750328541013	0.917448163087983	0.831222262721545	0.609018817691408	0.823258574693074	0.447139514247956	0.956116792192459	0.799204730745786	0.791095436736151	0.859788840594636	0.620932669701339	0.366599700632922	0.471649735658836	0.951568106703182	0.777660885173589	0.657752741503064	0.523555437050576	0.858238209971333	0.877867823524026	0.732780114378419	0.381850284870142	0.724562135103451	0.438950123478326	0.669384799230428	0.899488515820914	0.650667169784155	0.854852447500419	0.594741909780371	0.640098950687318
"Disease33"	0.385625038673431	0.539827207169573	0.817184692345931	0.639418897535189	0.491695973514001	0.640495982681951	0.641319200822506	0.516379054278774	0.639411745594025	0.373797297963248	0.563246473987189	0.420298039816961	0.434592837787353	0.43730296107788	0.730830718782397	0.416592016234451	0.345248328124935	0.308572947416184	0.588132579204807	0.382797327595764	0.497481201896809	0.591045590438252	0.441696387621163	0.517794400128596	0.950094307412169	0.781956962257916	0.496558147640365	0.673056140690772	0.439867429847174	0.481760453073603	0.444480058327971	0.444435273879887	0	0.496366216418861	0.989090850322602	0.552502603207075	0.836950259448328	0.556475767899183	0.899208410102796	0.605695731100417	0.895851170758332	0.712210200210644	0.725351637936919	0.80063020725272	0.559922131862494	0.942934459604784	0.801229112978838	0.731063591294696	0.77440023200632	0.514127381721848	0.44733778332788	0.433054458658846	0.944580347653607	0.737468113031324	0.615824017410441	0.593735428598823	0.818374433546345	0.847935694116063	0.70361176804205	0.431225390614786	0.564106450181167	0.449338131956596	0.711018487536865	0.873286936935185	0.502526132890172	0.831921035344472	0.481236134909496	0.581675821240991
"Disease34"	0.579506147857396	0.68751134634229	0.843718053949319	0.638260269510187	0.631214325118847	0.735797078969762	0.695655144050271	0.64275647779671	0.644901995493879	0.553937815600361	0.601383813507882	0.588476478578787	0.538814169323345	0.613985913414576	0.734570299719298	0.533445146557027	0.443642937876334	0.591846029445377	0.613079784627613	0.454357905507754	0.453985591119426	0.60216246855079	0.437913993502997	0.584098732457592	0.917872369086595	0.785529401703723	0.553791598421511	0.681687563940588	0.533452287648767	0.456413703398284	0.626762218519378	0.569624967971749	0.496366216418861	0	0.974312460872584	0.575589830524575	0.828750271524879	0.529117383700097	0.879842308416261	0.619936561468329	0.85995942301672	0.81971082807286	0.733811585736429	0.787307345878866	0.514737295624625	0.925914851292451	0.788909235784618	0.805441877165666	0.809609896984979	0.648018500029555	0.525211749249271	0.546964748839447	0.937501909506308	0.751633374671477	0.653677330344319	0.609185594917205	0.81124965205628	0.846527195433916	0.645640896544324	0.582602253848675	0.693524180998787	0.529331340379722	0.702420392954828	0.864650376909455	0.649792515777785	0.828247042279956	0.579024031837199	0.654637472529482
"Control1"	0.907917524875315	0.995488435409485	0.960033070230433	0.876739758832194	0.862966514513316	0.43701627062575	0.958497948245888	0.955604942726521	0.642545818164891	0.959022729915098	0.654373166019392	0.93514028044512	0.963439975906614	0.747134068917584	0.405116442152873	0.966076670451568	0.945816221919	0.993608738225268	0.907018209960322	0.936336366842218	0.965836162502202	0.616296894879265	0.976053296396186	0.88546547867835	0.620942616467078	0.520678392679522	0.931768423747261	0.448096317399044	0.77843711574523	0.958745408618112	0.95720899644301	0.995621571892911	0.989090850322602	0.974312460872584	0	0.96975381977881	0.246294553265454	0.558602332785475	0.856159576559561	0.486372610876154	0.695295136137745	0.940711234633446	0.464422372881204	0.648716075058838	0.744523050106719	0.135014386823622	0.274337823204523	0.535834384632864	0.332825305889972	0.994056772128774	0.983078699301166	0.969393336041195	0.953109057385105	0.63290524070721	0.635087210913131	0.67092097895559	0.556999832123478	0.266045288238513	0.520360140750122	0.988217177323947	0.974557245277991	0.958036103851791	0.947581320035111	0.491433306693015	0.932717357292787	0.164411860989183	0.913505060870467	0.992743325668581
"Control2"	0.620202290671285	0.637601502321615	0.751592085697334	0.634941772909437	0.584741029400271	0.734078639359017	0.737193562766253	0.560376856053753	0.695016326094116	0.537423260638869	0.641091673897526	0.614403960512337	0.621852937499914	0.586046326254161	0.754991191855534	0.550887452752929	0.521922390337974	0.602663300622266	0.615299604180263	0.495901103671595	0.584070844970238	0.65844604122939	0.566068477991935	0.602953039830523	0.892434922210055	0.781330209518816	0.599117848188323	0.734367834723973	0.549479650324604	0.562027665422136	0.627597749371835	0.578121046544069	0.552502603207075	0.575589830524575	0.96975381977881	0	0.788515962819719	0.630647511537676	0.822145245689909	0.664694015746525	0.852611562524806	0.731594629651077	0.746297507273611	0.769628961954175	0.606072366228776	0.90366762393692	0.811755366523818	0.726290393990267	0.794701677243847	0.558322659801249	0.475842483431657	0.551094935211491	0.917204554776938	0.617076773651228	0.656180371652679	0.60263355554093	0.787525383415616	0.810791272618354	0.721265734379238	0.596097369093256	0.65536119444108	0.529037956767406	0.740702280105894	0.74404465116766	0.674035933336763	0.825641305695947	0.547905900082102	0.647968237656884
"Control3"	0.769264478869354	0.860809591407084	0.802865679587197	0.71320492968987	0.703016673956305	0.358476767320178	0.854689814500965	0.788797624726945	0.495900428749133	0.828179890260441	0.490692188213325	0.774988262895036	0.836845544424336	0.610950525332853	0.383511523543474	0.80656558523509	0.800224079575726	0.84847817993545	0.791914802504406	0.779879376079324	0.833117202545673	0.467357603162858	0.802944072635789	0.71751214467913	0.538551212805025	0.418041472197353	0.792528307900888	0.347344609713952	0.639730925018992	0.796525962917491	0.829783965561688	0.869999869614049	0.836950259448328	0.828750271524879	0.246294553265454	0.788515962819719	0	0.431129856450452	0.747645192069611	0.360569645345045	0.618671436487245	0.828862237033682	0.384890396670571	0.482409825278815	0.621008383277078	0.185155844434005	0.19104185058139	0.462449874659855	0.2370614451117	0.819237914824665	0.821446664717309	0.846377302115177	0.872181300944699	0.509430084093465	0.478147528992862	0.505081856611733	0.40625841500453	0.227675049687894	0.404360384353024	0.831876136268236	0.823988220816161	0.766389325286105	0.810632607893154	0.443336295681367	0.792569848825816	0.176643982709927	0.731996209280602	0.835568423435999
"Control4"	0.590761605967831	0.750822329929757	0.860371120042493	0.586595516614647	0.560951426754908	0.36283299122637	0.761636578891435	0.688102081753742	0.35919040117278	0.564181137559702	0.320934012464494	0.650854325390639	0.540515750296592	0.435670390827884	0.359057802423341	0.569920108952025	0.456240086888996	0.65281725297101	0.559767647665412	0.489153627211782	0.4980325686519	0.308478454578468	0.51025667965221	0.54885737036838	0.595021178416827	0.39588320389306	0.542279622176003	0.303531603741425	0.42511394500927	0.555503315341209	0.609620781006187	0.601054458716477	0.556475767899183	0.529117383700097	0.558602332785475	0.630647511537676	0.431129856450452	0	0.798469006532057	0.212974641277984	0.674087105419716	0.849851653650636	0.351787095661046	0.514353499685711	0.366738099402363	0.50073406216835	0.416063503778132	0.536036240652235	0.452438319666569	0.746544075315482	0.552348966556342	0.596608023510102	0.896197763534629	0.529152811996705	0.373792646040001	0.36859477397028	0.425493369390281	0.475562851242388	0.369923769114938	0.650094625980767	0.764064806262559	0.547784389172068	0.717274083100724	0.566583378442649	0.673379907858906	0.407799648002586	0.553081140570093	0.761499828185253
"Control5"	0.836669813012826	0.910988495858129	0.55199717665044	0.718257141663686	0.765089804912641	0.801824623998726	0.885896402989608	0.771926045683509	0.653658174885488	0.892611499572538	0.762353443716669	0.793225993878873	0.60549543336765	0.814380956227625	0.800332845908632	0.851373198545834	0.87181701683736	0.912477476919092	0.807328179888343	0.824343542950659	0.890255636948008	0.797478720252722	0.825644910414259	0.777085137533876	0.416164500895916	0.611994135985204	0.72620244546876	0.694916467640149	0.786793007138083	0.771644201857169	0.815945930536953	0.906795983716418	0.899208410102796	0.879842308416261	0.856159576559561	0.822145245689909	0.747645192069611	0.798469006532057	0	0.817800395023536	0.818497438009106	0.804935378778073	0.796533072720018	0.469882710988458	0.814057096908583	0.756140548857696	0.756081534434043	0.773019266897394	0.781921948796264	0.84874485530784	0.884822549961467	0.908495882221476	0.369163409027322	0.689265121467551	0.771190888342991	0.734636541182785	0.423579152635779	0.725235493727303	0.711939338861018	0.872835949470821	0.871571779647761	0.791094175525609	0.866411042892668	0.709346250913571	0.753813936873226	0.835507910715783	0.653362372413435	0.872444760196951
"Control6"	0.598502657655146	0.775222302583101	0.872835173149263	0.63653381460032	0.591272278591492	0.355609752187768	0.775829854614238	0.738999398784138	0.391143258250043	0.543279793723024	0.265568336835601	0.653773046690256	0.593170799174126	0.464605682954283	0.237810184610524	0.58547365684725	0.531895919152415	0.700605057459467	0.49919067603718	0.515615056422187	0.61049967434826	0.316584212397766	0.540683348101964	0.622284653293283	0.608004818176668	0.328082490541065	0.522675113955244	0.280317404800882	0.466476392086472	0.655502954555819	0.561843640686738	0.549750328541013	0.605695731100417	0.619936561468329	0.486372610876154	0.664694015746525	0.360569645345045	0.212974641277984	0.817800395023536	0	0.660701569397465	0.844572861387613	0.183815757387608	0.532731875731111	0.331068268407125	0.450852970614152	0.336844051142726	0.505411301830798	0.381635528549397	0.756102629320597	0.53017334932473	0.6092356408978	0.925846190771772	0.514619526864549	0.393865946621958	0.284713821940562	0.450439507488853	0.396813786929739	0.332318535029124	0.569434187797731	0.789652919887539	0.532641367116616	0.629356203289247	0.534715547268529	0.696453885496715	0.351252504761371	0.619249161089776	0.779409429574765
"Control7"	0.818471389237679	0.920287470512102	0.833857433017533	0.706499638486882	0.761221578444793	0.635695857791554	0.728306361843636	0.831725213948879	0.684399830403081	0.87499629907389	0.638823651269709	0.821715918903593	0.912846172099989	0.672769620151011	0.634139949343995	0.872085699384639	0.856772339139511	0.91578010588432	0.843285598364027	0.806064487482896	0.76165500299926	0.634720273395457	0.889135282636578	0.803151667393884	0.683495621269504	0.65541178634368	0.836092887303723	0.634014376421373	0.694261637002824	0.890059336211487	0.892902363673409	0.917448163087983	0.895851170758332	0.85995942301672	0.695295136137745	0.852611562524806	0.618671436487245	0.674087105419716	0.818497438009106	0.660701569397465	0	0.893983870500005	0.658024523942946	0.67787333417138	0.704297265227919	0.664361328515492	0.644295117375873	0.606355006087318	0.648716701816692	0.821580573107335	0.890126164573664	0.866148446765986	0.961918738179732	0.629955507837831	0.616287804739263	0.650030806849859	0.663962039679794	0.636216464808889	0.625168277998211	0.849647554745295	0.895527956422147	0.808319876639571	0.726966850713574	0.598688474342201	0.849892415856726	0.655488958850198	0.803009709235207	0.787309263663275
"Control8"	0.735931911402013	0.638195822662487	0.81060041340675	0.783434593447722	0.736017350569247	0.753064460816702	0.893887291151968	0.781670167932367	0.822916320349068	0.83150773175941	0.775208647565208	0.574725399459043	0.902400963618703	0.72225838997484	0.84290354670497	0.731109941150817	0.762528058684122	0.73890563914659	0.803978626017343	0.76151951923178	0.836328000873452	0.778959656788031	0.807992349166677	0.724567234251626	0.885237988056249	0.83972948736089	0.864113387304721	0.81216522472524	0.731854770905688	0.736293585501919	0.859418593036313	0.831222262721545	0.712210200210644	0.81971082807286	0.940711234633446	0.731594629651077	0.828862237033682	0.849851653650636	0.804935378778073	0.844572861387613	0.893983870500005	0	0.842163139562566	0.778609880192182	0.811918366540276	0.874107931906808	0.797399982297053	0.62545967198262	0.76721161338818	0.624436312284493	0.826534201862835	0.865933348539842	0.945510676664207	0.590640471366539	0.771439435186456	0.775787765249549	0.804538021017672	0.760196790457091	0.743290922247032	0.78196272346455	0.665321149058875	0.741983055352502	0.852875346149208	0.734602258572309	0.846137716328672	0.883321660486275	0.605677762077996	0.731381114862255
"Control9"	0.68675208511674	0.840952134707873	0.84091622154189	0.731951339290692	0.651709819493612	0.401258730035935	0.810536393062651	0.778358496076814	0.430144627753521	0.628546055252184	0.353256665337145	0.698771221240294	0.710422618875036	0.557093815462337	0.245070201416714	0.677226135366548	0.659394726907088	0.795036885117054	0.52322944489258	0.602792595051235	0.748782122265478	0.405410500054002	0.663714719649682	0.716454206683595	0.604127604109034	0.327319225447804	0.607571139613077	0.283850836102563	0.554077110847094	0.751725366116441	0.544692852140894	0.609018817691408	0.725351637936919	0.733811585736429	0.464422372881204	0.746297507273611	0.384890396670571	0.351787095661046	0.796533072720018	0.183815757387608	0.658024523942946	0.842163139562566	0	0.558804493842088	0.383413345841335	0.441334637995531	0.308690447215998	0.519385351619815	0.393483340909666	0.826931910741374	0.652620887108524	0.72298987649334	0.928668510670776	0.500776919156592	0.500417609441898	0.337085157426775	0.467289639655301	0.380239665074808	0.316457026507554	0.62402337438998	0.834258747493093	0.642278336097185	0.66959796168503	0.493694023373962	0.733758019957214	0.382557816848713	0.709460747982874	0.864712475063254
"Control10"	0.68967222423816	0.755743194096396	0.657596683413503	0.568127966530549	0.671210903853869	0.493116560485705	0.848614013368465	0.734161023180481	0.348450263344559	0.804587573555949	0.461671935259483	0.728938386939507	0.659875009037347	0.590923726184653	0.558018915299275	0.722424844056759	0.722962510735537	0.799965445889514	0.780584646136516	0.716147812716206	0.776931944380936	0.447320818050449	0.741973675197292	0.632123224162029	0.380849367208574	0.39593331641679	0.60541446692054	0.455357102607988	0.565744295283521	0.65628649520998	0.775562663054244	0.823258574693074	0.80063020725272	0.787307345878866	0.648716075058838	0.769628961954175	0.482409825278815	0.514353499685711	0.469882710988458	0.532731875731111	0.67787333417138	0.778609880192182	0.558804493842088	0	0.551808039441232	0.548703708240262	0.564734215343703	0.452727952808423	0.47804229312102	0.726866652129702	0.769032143592729	0.788352666538409	0.662862301879548	0.524264035157086	0.41868729917131	0.482153571776161	0.291327734888588	0.529398918887169	0.495801957075047	0.737472974249613	0.75361814955741	0.670045550276044	0.78477148080249	0.559567612627421	0.673300255829274	0.571772902188956	0.509476221411829	0.740537093185973
